f1,f2,f3,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.0225,0.0010194418328766234,0.05458333333333337,128.0,664.0,198.0,371.0,272.0,519.0,602.0,8.0,835.0,352.0,758.0,286.0
0.0015,0.005142932643063292,0.05458333333333337,128.0,664.0,198.0,362.0,272.0,519.0,602.0,8.0,835.0,352.0,758.0,286.0
0.005,0.0045919749074024895,0.016625,128.0,664.0,198.0,371.0,380.0,825.0,361.0,330.0,389.0,618.7523902137732,758.0,286.0
0.017,0.0005702464826084689,0.955,128.0,664.0,198.0,371.0,483.0,579.0,361.0,138.0,355.0,727.0,18.0,289.3132611170732
0.0005,0.003619084042491613,0.10416666666666674,128.0,664.0,378.0,75.0,902.0,370.0,728.0,8.0,835.0,618.7523902137732,758.0,286.0
0.002,0.016229051775489594,0.002083333333333371,174.0,664.0,198.0,371.0,272.0,519.0,602.0,140.0,222.0,685.0,690.0,190.0
0.0005,0.0021808826624010076,0.3291666666666667,128.0,664.0,378.0,75.0,902.0,370.0,602.0,375.0,812.0,618.7523902137732,758.0,286.0
0.071,0.007356931794963491,0.0,442.0,72.42431609789138,726.0,371.0,246.0,327.0,720.0,330.0,355.0,775.0,400.0,53.0
0.0145,0.023725439938379653,0.0,442.0,11.0,726.0,75.0,246.0,327.0,720.0,330.0,355.0,775.0,400.0,53.0
0.0,0.022149822279213343,0.060375,128.0,664.0,213.6929547695023,370.77515015942055,272.0,825.0,361.0,330.0,389.0,727.0,20.0,286.0
0.0035,0.000773882365111169,0.10125,128.0,92.0,400.0,160.0,246.0,316.5629431502569,728.0,44.0,812.0,775.0,758.0,286.0
0.0,0.03597275813622392,0.0125,128.0,72.42431609789138,400.0,330.0,185.0,353.0,620.0,128.0,813.0,238.0,20.0,286.0
0.0155,0.005920559669676202,0.0016666666666666288,98.0,664.0,137.0,362.0,309.0,792.9815729979463,361.0,330.0,846.6671193891207,664.0,413.0,200.0
0.015,0.010875031696540095,0.0004583333333333712,128.0,92.0,400.0,273.0,489.0,825.0,602.0,383.0,664.0,727.0,20.0,286.0
0.0555,5.010170111180452e-05,1.9524583333333334,98.0,342.380026716653,137.0,370.77515015942055,309.0,825.0,361.0,330.0,812.0,664.0,413.0,200.0
0.0015,0.01846735047963317,0.00625,98.0,92.0,400.0,160.0,246.0,645.0,361.0,330.0,812.0,775.0,413.0,200.0
0.001,0.023583905116792307,4.166666666662877e-05,128.0,664.0,213.6929547695023,370.77515015942055,309.0,825.0,361.0,330.0,389.0,727.0,20.0,286.0
0.6782,0.00015076754476611276,0.1375,155.0,3.0,96.0,363.0,738.0,705.0,370.0,172.0,58.0,727.0,18.0,87.0
0.0165,0.0005731672671998105,0.6958333333333333,128.0,664.0,198.0,59.0,25.0,316.5629431502569,602.0,383.0,812.0,618.7523902137732,758.0,286.0
0.012,0.002733626462689341,0.016625,128.0,664.0,198.0,363.0,380.0,825.0,361.0,330.0,389.0,618.7523902137732,758.0,286.0
0.012,0.03084172520140582,0.0,442.0,72.42431609789138,726.0,363.0,246.0,327.0,720.0,330.0,355.0,775.0,208.4601413069696,53.0
0.0405,0.0027447981599325825,0.0041666666666666284,128.0,664.0,378.0,75.0,309.0,645.0,361.0,330.0,270.0,775.0,758.0,286.0
