f1,f2,f3,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.0725,0.0006913645239187942,0.045,665.0,684.0,589.0,8.0,917.0,536.0,267.0,394.0,391.0,63.0,278.0,317.0
1.078,0.002317412977483647,0.0008333333333333712,662.0,63.0,712.0,75.0,271.0,676.0,347.0,382.0,657.2234071739013,301.0,150.0,362.0
0.8865,0.000874220711195755,0.03375,571.0,817.0,712.0,75.0,271.0,656.0,518.0,372.0,391.0,63.0,674.0,89.0
0.0005,0.014611617776747172,0.0,749.0,728.0,352.0,75.0,750.0,622.0,267.0,104.0,804.0,806.0,630.0,392.0
0.8275,7.99588867976098e-05,0.04666666666666663,571.0,817.0,712.0,26.0,887.0,676.0,347.0,376.0,391.0,63.0,31.0,89.0
0.0375,0.002496760238289236,0.00125,19.0,728.0,48.0,75.0,89.0,114.0,267.0,376.0,672.0,158.0,419.0,271.0
0.07425,0.0005074741240133878,0.03875,19.0,756.0,171.0,345.56614433224036,504.0,114.0,267.0,376.0,672.0,158.0,419.0,271.0
0.0,0.008209681923758589,0.5891666666666667,571.0,613.0,352.0,63.68831350394108,259.0,622.0,518.0,394.0,391.0,63.0,31.0,89.0
0.0025,0.014459050355888119,0.0,749.0,728.0,510.0,75.0,750.0,622.0,267.0,104.0,804.0,806.0,630.0,392.0
0.9025,0.0005757294827910322,0.02666666666666674,571.0,435.0,712.0,259.0,271.0,676.0,267.0,261.0,391.0,63.0,31.0,89.0
0.01475,0.0007733701820293994,0.047083333333333255,19.0,756.0,171.0,317.0,29.888028844862816,691.0,306.0,376.0,817.0,158.0,419.0,271.0
0.001,0.001367392185534135,0.02625,19.0,796.0,427.0,394.5599887843543,89.0,622.0,267.0,261.0,687.0,158.0,419.0,271.0
0.38525,0.0003539823537937448,0.055,662.0,756.0,171.0,362.0,89.0,691.0,306.0,376.0,672.0,63.0,729.0,359.8403244322422
0.0,0.004767461602749311,1.4420833333333334,571.0,613.0,352.0,63.68831350394108,259.0,656.0,306.0,104.0,804.0,63.0,31.0,89.0
0.13825,0.0008871333779113855,0.005,662.0,756.0,171.0,184.0,887.0,630.0,347.0,372.0,391.0,548.0,674.0,362.0
0.012,0.008577852014990318,0.0,749.0,728.0,352.0,75.0,29.888028844862816,536.0,267.0,104.0,804.0,806.0,630.0,392.0
0.13825,0.0008871333779113855,0.005,662.0,756.0,171.0,184.0,887.0,630.044922886927,347.0,372.0,391.0,548.0,674.0,362.0
0.036,0.0035661461153468276,0.0,749.0,728.0,352.0,75.0,750.0,622.0,306.0,104.0,804.0,806.0,630.0,392.0
0.032,0.000433579968365596,0.04916666666666674,665.0,684.0,589.0,8.0,89.0,114.0,267.0,376.0,672.0,63.0,278.0,317.0
0.00025,0.026410949931098278,0.0025,662.0,756.0,48.0,65.0,256.0,656.0,23.0,6.0,846.0,36.0,729.0,362.0
0.0005,0.004736763398582711,0.25125,19.0,796.0,427.0,406.5164537512028,89.0,656.0,267.0,261.0,687.0,158.0,419.0,271.0
0.017,0.0013053543570540201,0.01,571.0,613.0,510.0,43.935796111834556,259.0,622.0,518.0,372.0,391.0,63.0,31.0,89.0
0.00075,0.0039450509729917526,0.0025,662.0,756.0,171.0,65.0,256.0,656.0,23.0,340.12266076827007,846.0,36.0,729.0,362.0
0.0005,0.00444308612630463,0.43458333333333327,19.0,796.0,427.0,184.0,89.0,622.0,545.0,6.0,687.0,158.0,419.0,271.0
0.0,0.009110561051827963,0.11375,19.0,796.0,427.0,394.5599887843543,89.0,622.0,267.0,6.0,687.0,189.35521871099974,419.0,271.0
0.01,0.011358556920288615,0.0,749.0,728.0,352.0,75.0,89.0,536.0,267.0,104.0,804.0,806.0,630.0,392.0
0.00025,0.018808987723785437,0.008333333333333371,662.0,756.0,171.0,181.0,504.0,114.0,347.0,376.0,672.0,158.0,729.0,362.0
0.00875,0.003735964820531736,0.0008333333333333712,552.0,756.0,171.0,181.0,89.0,630.0,347.0,6.0,97.68264196609906,291.0,419.0,354.0
0.749,0.001207787998939872,0.0041666666666666284,876.0,86.0,712.0,75.0,167.0,114.0,267.0,372.0,391.0,806.0,768.0,367.0
0.0005,0.003045541390099756,1.6433333333333335,571.0,613.0,352.0,63.68831350394108,259.0,656.0,518.0,104.0,391.0,63.0,31.0,89.0
0.0,0.04337943507410581,0.0008333333333333712,665.0,684.0,502.2780997095419,75.0,271.0,536.0,267.0,203.0,391.0,63.0,278.0,317.0
0.003,0.012061852205495265,0.002083333333333371,19.0,832.0,352.0,75.0,256.0,523.0,35.0,104.0,804.0,806.0,64.0,286.0
0.1075,0.0028685079239655774,0.0,749.0,728.0,352.0,75.0,750.0,622.0,267.0,104.0,672.0,806.0,630.0,392.0
