f1,f2,f3,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
4.999999999995453e-05,0.011470884443665279,1.8466666666666665,860.0,577.0632502644656,120.0,334.0,731.0,244.05492610371755,468.0,368.0,721.0,826.0,821.0,37.0
0.00045000000000004547,0.005680475345694401,1.33,859.0,337.0,120.0,334.0,731.0,244.05492610371755,468.0,368.0,721.0,826.0,821.0,336.0
0.0005,0.003954170785686609,3.277916666666667,8.0,351.0,826.0,355.70439128137036,309.0,461.6937092770702,188.0,103.0,383.8180673796519,742.0,738.0,305.0
0.0005,0.03380466696816388,0.008333333333333371,859.0,337.0,797.0,397.0,309.0,307.74985149899425,241.0,383.0,174.91240412246074,502.0,844.0,336.0
0.0015,0.008243939522252438,0.04291666666666663,795.0,510.0,50.0,356.0,112.0,537.0,829.6856957481892,228.0,662.0,3.0,347.0,210.0
0.0015,0.0005082869390688979,2.15,860.0,220.0,134.0,23.0,577.0,82.0,844.0,402.0,439.0,342.67313349053916,143.0,37.0
0.0035,0.0023430146337387594,0.08333333333333326,860.0,829.0,797.0,242.0,106.0,504.0,241.0,383.0,157.0,502.0,79.0,37.0
0.0,0.010710599273452446,3.08625,8.0,351.0,826.0,355.70439128137036,309.0,537.0,188.0,103.0,383.8180673796519,742.0,738.0,305.0
0.0025,0.045364062920601696,0.0,142.0,829.0,797.0,246.0,309.0,82.0,844.0,239.0,805.0,502.0,346.0,393.0
0.699,0.00015213824985410915,0.5275,353.0,694.0,181.0,356.0,589.0,617.0,36.0,29.0,535.0,3.0,204.0,358.0943971903218
0.002,0.012005061330160327,0.012916666666666628,142.0,829.0,797.0,242.0,106.0,504.0,241.0,228.0,948.0,742.0,346.0,393.0
0.0,0.03704027731501132,0.02583333333333337,353.0,337.0,797.0,356.0,798.0,617.0,50.0,239.0,805.0,3.0,79.0,348.0
0.002,0.013500215245159949,0.0041666666666666284,806.0,829.0,662.0,69.3870465664785,156.7333555682033,586.8629671548273,241.0,247.0,439.0,720.0,844.0,330.0
0.003,0.00699040967721577,0.0045833333333333715,806.0,829.0,662.0,289.0,106.0,504.0,241.0,383.0,439.0,563.0,844.0,330.0
0.0005,0.04612929240279356,0.0,142.0,829.0,797.0,334.0,309.0,82.0,844.0,239.0,805.0,502.0,346.0,393.0
0.0035,0.04230546214365564,0.0,142.0,829.0,797.0,334.0,106.0,698.0,241.0,383.0,157.0,502.0,346.0,393.0
0.0185,0.0016787525758341314,0.0041666666666666284,806.0,829.0,662.0,289.96746678856385,156.7333555682033,586.8629671548273,241.0,247.0,439.0,720.0,844.0,330.0
0.0185,0.0016787525758341314,0.0041666666666666284,806.0,829.0,662.0,289.0,156.7333555682033,586.8629671548273,241.0,247.0,439.0,720.0,844.0,330.0
0.011,0.0012953182450713295,0.05791666666666674,662.0,327.0,77.0,81.0,106.0,504.0,241.0,29.0,662.0,674.0,844.0,384.0
