f1,f2,f3,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.929,0.00041875351491330433,0.06791666666666663,526.0,282.0,245.0,393.0,882.0,608.0,759.0,313.0,237.0,704.0,403.0,185.0
0.022450000000000046,0.0007625799791998358,0.07833333333333325,314.0,395.0,427.0,140.0,203.0,748.0,6.0,69.0,161.0,810.0,798.0,58.0
0.0,0.002082025780127394,3.102083333333333,25.0,470.0,649.0,247.0,141.0,453.0,241.0,307.0,851.0,722.0,789.0,168.0
0.016,0.0010283989884857484,0.31416666666666676,73.0,545.0,842.0,337.0,845.0,479.0,438.0,336.0,217.0,236.0,727.0,234.0
0.06254999999999995,0.0037867621811845695,0.0,73.0,545.0,387.0,343.0,801.0,748.0,303.536038551273,69.0,317.0,549.0,727.0,234.0
0.0815,0.001227244203779681,0.0125,80.9173729934956,788.3233004978881,773.0,358.0,447.0,3.0,759.0,373.0,490.0,657.0,168.0,19.0
1.619,0.0003308014616412373,0.18583333333333327,526.0,282.0,649.0,358.0,141.0,386.0,707.0,373.0,237.0,704.0,403.0,185.0
0.0005,0.0031179606692341997,2.3475,25.0,470.0,649.0,334.0,141.0,453.0,241.0,69.0,851.0,549.0,789.0,169.69930451686523
0.0,0.09397952645748829,0.0,690.0,818.0,245.0,226.0,232.0,656.0,814.0,373.0,162.0,657.0,129.0,403.06332714790256
0.0069500000000000456,0.0019184537657206617,0.16375,690.0,676.0,245.0,393.0,496.0,791.0,748.0,373.0,217.0,549.0,223.0,403.06332714790256
0.0005499999999999545,0.023105807577924846,0.00125,690.0,545.0,245.0,334.0,496.0,724.0,748.0,373.0,217.0,582.0,223.0,403.06332714790256
0.0,0.005568195096446245,0.40958333333333335,690.0,676.0,245.0,334.0,496.0,728.0,6.0,69.0,217.0,582.0,223.0,403.06332714790256
0.0009500000000000454,0.03143124032101162,0.0,73.0,545.0,387.0,343.0,801.0,748.0,303.536038551273,406.0,145.2683462466798,549.0,223.0,234.0
0.0005,0.002363069560386075,2.495,25.0,470.0,649.0,337.0,141.0,453.0,241.0,326.0,851.0,722.0,789.0,168.0
0.0045,0.0050096044628916096,0.020416666666666628,84.0,395.0,649.0,337.0,141.0,386.0,209.0,257.0,851.0,722.0,27.0,19.0
0.0,0.002097584851246954,2.7158333333333333,25.0,470.0,649.0,226.0,141.0,453.0,241.0,133.94041977229904,851.0,722.0,789.0,168.0
