f1,f2,f3,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.0555,0.00045100043542297953,3.973333333333333,686.0,493.0,82.0,68.0,287.0,575.0,379.0,17.0,866.0,590.0,792.0,148.0
0.0005,0.0013946733267590206,0.21916666666666673,385.0,662.0,586.0,399.0,415.0,518.0,120.0,230.0,17.0,48.0,620.0,383.0
0.00175,0.003961689278538956,0.03208333333333337,891.0,756.0,4.0,399.0,226.0,401.0,648.0,371.0,132.0,277.0,366.0,331.0
0.00010000000000002273,0.028570119545759148,0.0033333333333333713,192.0,756.0,652.0,124.0,226.0,751.0,144.0,389.0,239.0,149.0,249.0,185.0
0.0003500000000000227,0.015440946887187751,0.01708333333333337,866.0,662.0,82.0,391.0,475.0,751.0,530.0,106.0,16.0,514.0,249.0,36.0
0.12435000000000002,0.00021325637742482815,0.23916666666666675,866.0,224.0,82.0,399.0,224.0,751.0,648.0,208.0,16.0,514.0,249.0,36.0
0.0,0.0221916077668401,0.03166666666666663,866.0,662.0,821.0,391.0,226.0,401.0,530.0,220.0,383.0,309.0,691.0,36.0
0.06535000000000002,0.000686653277624195,0.6558333333333333,866.0,662.0,606.0,252.0,226.0,751.0,379.0,284.0,866.0,149.0,249.0,36.0
0.0023999999999999772,0.0031937347571581644,0.08708333333333326,192.0,756.0,39.0,399.0,226.0,751.0,530.0,48.0,61.0,277.0,291.0,185.0
1.04525,0.0010598538387858246,0.0016666666666666288,891.0,756.0,821.0,391.0,475.0,818.0,711.0,106.0,17.0,249.0,620.0,331.0
0.2909000000000001,0.0002001514057808403,0.145,891.0,756.0,4.0,391.0,224.0,751.0,699.0,371.0,239.0,761.0,680.0,331.0
0.001,0.011517575488040799,0.03291666666666663,385.0,662.0,586.0,391.0,482.0,818.0,530.0,393.0,225.0,525.0,249.0,404.88694732607416
0.0,0.012224468386990896,1.9208333333333334,694.0,224.0,82.0,68.0,287.0,401.0,530.0,220.0,461.0,149.0,244.96981977759518,252.0
0.04725,0.0009615892124405496,0.43666666666666676,891.0,756.0,4.0,399.0,226.0,401.0,379.0,284.0,239.0,277.0,366.0,331.0
0.31090000000000007,0.001834372679649725,0.0008333333333333712,891.0,756.0,4.0,402.0,224.0,751.0,144.0,389.0,239.0,761.0,680.0,331.0
0.0415,0.0006131783084496813,3.0091666666666663,694.0,224.0,268.0,148.0,365.0,463.0,811.0,230.0,866.0,590.0,366.0,252.0
0.4029000000000001,0.0002193818446999622,0.1125,891.0,756.0,4.0,402.0,226.0,751.0,144.0,312.0,461.0,42.0,680.0,331.0
0.0013500000000000228,0.012301034358602303,0.00041666666666662875,866.0,662.0,4.0,399.0,231.55294111870307,751.0,648.0,230.0,461.0,149.0,680.0,36.0
