f1,f2,f3,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.0035,0.005601521030117532,0.06583333333333326,49.0,437.0,645.0,372.0,493.0,651.0,795.0,313.0,881.0,228.0,625.0,234.0
1.4405,0.0019451547878485767,0.00041666666666662875,447.0,706.0,112.0,189.0,108.0,477.0,712.0,355.0,498.0,373.0,839.0,153.0
0.72125,0.0015451135997992754,0.02875,447.0,706.0,160.0,115.0,715.0,818.0,413.0,398.0,922.0,373.0,839.0,153.0
0.277,0.0016030229235290648,0.014583333333333372,886.0,563.0,144.0,372.0,493.0,651.0,678.0,115.0,866.0,565.0,196.0,267.0
1.6665,0.0013731879708287155,0.0045833333333333715,853.0,706.0,112.0,189.0,696.0,837.0,712.0,371.0,881.0,373.0,208.0,272.0
0.0905,0.0009952562114444597,0.06,239.0,821.0,9.0,257.0,226.0,675.0,491.0,208.0,442.0,373.0,790.0,160.0
0.0,0.011019777978361915,0.0,581.0,816.0,58.0,98.0,696.0,391.0,697.0,289.0,866.0,291.0,196.0,122.0
0.035,0.005375587326960089,0.0,581.0,816.0,58.0,98.0,108.0,686.0,105.0,371.0,498.0,565.0,196.0,122.0
0.517,0.000822543954434325,0.09583333333333337,928.0,730.0,160.0,109.0,853.0,686.0,795.0,313.0,866.0,565.0,839.0,333.0
0.0,0.005350034212508674,0.20833333333333326,581.0,816.0,58.0,109.0,108.0,686.0,795.0,313.0,881.0,48.0,196.0,122.0
1.2195,9.980551255912829e-05,0.14416666666666664,447.0,563.0,144.0,292.0,696.0,837.0,712.0,102.0,925.0,385.0092767542487,839.0,153.0
0.003,0.0023808161545369323,0.5458333333333333,886.0,64.0,301.0,257.0,226.0,799.0,80.0,102.0,123.0,228.0,213.0,267.0
0.01,0.0015145273611618308,0.33333333333333326,239.0,563.0,789.0,372.0,246.0,179.0,504.0,313.0,498.0,228.0,790.0,160.0
0.0005,0.0096726295721245,0.16625,886.0,81.0,794.0,372.0,493.0,178.0,504.0,371.0,498.0,230.0,261.0,267.0
0.308,0.0008818557791280265,0.12916666666666662,581.0,706.0,594.0,372.0,626.0,659.0,504.0,270.0,22.0,109.0,196.0,122.0
0.006,0.0015599770396580491,0.13708333333333325,768.0,730.0,160.0,109.0,493.0,651.0,105.0,371.0,498.0,291.0,208.0,324.0
0.009,0.001824704711800045,0.05958333333333337,49.0,437.0,144.0,109.0,853.0,686.0,795.0,313.0,881.0,228.0,839.0,234.0
0.23045000000000004,0.00018630202129333464,1.6845833333333335,883.0,761.0,748.0,9.0,662.0,147.0,105.0,132.0,843.8288145729324,373.0,144.0,345.0
0.001,0.0063557386103710485,0.0,581.0,816.0,58.0,109.0,108.0,686.0,105.0,371.0,498.0,565.0,196.0,122.0
0.03,0.003118142841579272,0.0033333333333333713,768.0,816.0,58.0,98.0,108.0,686.0,105.0,371.0,123.0,373.0,208.0,324.0
1.231,0.0007669528780565674,0.008333333333333371,768.0,821.0,112.0,109.0,696.0,837.0,712.0,355.0,925.0,373.0,846.1394701915349,324.0
0.0035,0.002292165279482814,0.3120833333333334,581.0,816.0,144.0,372.0,493.0,379.0,105.0,371.0,498.0,565.0,196.0,122.0
0.036,0.0005816369950071349,0.20833333333333326,581.0,816.0,58.0,98.0,108.0,686.0,795.0,313.0,881.0,48.0,196.0,122.0
0.328,0.0015388702567211338,0.05166666666666663,581.0,816.0,9.0,98.0,108.0,651.0,678.0,115.0,866.0,565.0,196.0,122.0
