f1,f2,f3,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.035,0.0003022286154019509,1.0945833333333335,855.0,841.0,16.0,203.0,649.0,108.0,324.0,406.0,819.0,96.0,714.0,100.0
0.04,0.0007769501410284424,0.020416666666666628,185.0,539.0,526.0,351.0,464.0,722.0,715.0,5.0,662.0,739.0,220.0,323.0
0.0225,0.0008026900489142175,0.020416666666666628,23.0,539.0,526.0,351.0,464.0,722.0,715.0,5.0,662.0,739.0,220.0,231.0
0.0005,0.048020894354275825,0.008333333333333371,9.0,416.0,526.0,351.0,6.0,674.0,715.0,246.0,442.0,505.0,632.0,334.0
0.0,0.007969364216296959,0.3533333333333334,119.0,814.0,101.0,203.0,649.0,108.0,324.0,290.0,361.0,739.0,388.0,21.0
0.001,0.007119020373805241,0.0016666666666666288,119.0,378.0,16.0,203.0,649.0,674.0,844.0,290.0,442.0,505.0,632.0,21.0
0.0015,0.001615705939996408,0.03875,119.0,539.0,0.0,203.0,649.0,504.0,534.0,290.0,367.0,691.0,549.0,21.0
0.0,0.013293149003141902,0.05083333333333337,9.0,416.0,633.0,243.0,642.0,674.0,844.0,247.0,442.0,764.0,388.0,334.0
0.0,0.013293149003141902,0.05083333333333337,9.0,416.0,633.0,243.1185064971228,642.0,674.0,844.0,247.0,442.0,764.0,388.0,334.0
0.0225,0.004508544604295829,0.0008333333333333712,119.0,378.0,0.0,359.1611041744649,31.0,511.0,844.0,184.820155053007,442.0,505.0,632.0,21.0
0.024,0.0028233031253684844,0.0008333333333333712,119.0,378.0,0.0,359.1611041744649,31.0,511.0,844.0,290.0,442.0,505.0,632.0,21.0
0.0,0.05479536170295165,0.0016666666666666288,119.0,96.0,16.0,394.0,649.0,674.0,534.0,268.0,442.0,505.0,632.0,21.0
1.2735,4.133093759958766e-05,0.47458333333333325,9.0,416.0,568.0,243.0,6.0,606.0,715.0,290.0,929.0,691.0,228.0,334.0
1.4245,0.0006567296822366449,0.01125,9.0,378.0,725.0,36.0,6.0,379.0,715.0,246.0,929.0,691.0,228.0,334.0
0.0025,0.0026249846190443005,0.0029166666666666286,119.0,539.0,0.0,203.0,649.0,674.0,534.0,290.0,367.0,691.0,549.0,21.0
0.7165,0.0003426063804143685,0.06791666666666663,225.0,711.0,734.0,394.0,649.0,504.0,514.0,200.0,442.0,505.0,714.0,24.0
0.0005,0.002522425822094341,1.3658333333333335,855.0,841.0,16.0,203.0,642.0,52.36959169603982,534.0,290.0,312.0,817.0,714.0,100.0
0.3935,0.00037185353758331435,0.04583333333333326,23.0,96.0,651.0,243.0,511.0,223.0,715.0,200.0,22.0,441.0,714.0,231.0
0.0005,0.07221444948637791,0.0008333333333333712,9.0,378.0,725.0,359.1611041744649,31.0,511.0,534.0,54.0,442.0,505.0,632.0,334.0
1.061,0.0003373055470155395,0.13666666666666674,23.0,96.0,651.0,36.0,31.0,504.0,715.0,290.0,929.0,691.0,228.0,231.0
0.0025,0.0015491956001207592,0.06166666666666663,5.098582206913421,539.0,526.0,243.0,464.0,722.0,715.0,5.0,662.0,739.0,220.0,334.0
0.004,0.01596384905217696,0.0008333333333333712,119.0,378.0,0.0,359.1611041744649,31.0,511.0,621.0,184.820155053007,442.0,505.0,632.0,21.0
0.0,0.09096755917690412,0.0008333333333333712,119.0,814.0,101.0,203.0,31.0,511.0,514.0,200.0,442.0,505.0,632.0,21.0
0.01,0.00217902410587632,0.0016666666666666288,119.0,378.0,0.0,203.0,649.0,674.0,844.0,290.0,360.0,505.0,632.0,21.0
0.0795,0.0014491646551829229,0.0016666666666666288,119.0,378.0,16.0,203.0,649.0,674.0,534.0,406.0,442.0,505.0,632.0,21.0
0.0,0.009568660585789646,0.24083333333333337,23.0,539.0,526.0,26.0,464.0,722.0,715.0,5.0,662.0,739.0,220.0,231.0
0.001,0.002282493674194559,0.6958333333333333,119.0,651.0,651.0,243.0,649.0,674.0,500.0,290.0,774.0,140.0,243.0,21.0
