f1,f2,f3,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.0005,0.003084650103123152,0.38875,76.0,117.0,645.0,59.0,275.0,832.0,324.0,336.0,487.0,82.0,691.0,358.0
0.0,0.006894505464921037,1.975,186.0,434.0,37.0,59.0,114.0,227.0,324.0,336.0,487.0,82.0,691.0,202.0
0.001,0.0019703273633985556,1.7575,893.0,219.0,513.0,59.0,275.0,832.0,334.4146239606652,371.0,702.0,553.4129191634999,292.0,21.0
0.0015,0.006742223112013362,0.03958333333333337,757.0,540.0,822.0,358.0,809.0,626.0,6.0,371.0,702.0,38.0,636.0,281.0
0.0005,0.0033586580844288897,0.18541666666666673,893.0,827.0,459.0,59.0,53.0,107.0,716.0,230.0,948.0,710.0,636.0,21.0
0.0015,0.0026202486708683413,0.18541666666666673,893.0,827.0,459.0,59.0,53.0,107.0,716.0,317.0,948.0,710.0,636.8620007250737,21.0
0.0015,0.0030794191049340353,0.08958333333333325,757.0,540.0,513.0,145.0,514.0,27.0,344.0,323.0,188.0,309.0,722.0,281.0
0.0555,0.0001848828574480018,0.04166666666666674,757.0,540.0,648.1458819712191,394.0,275.0,832.0,324.0,336.0,520.0,710.0,636.0,281.0
0.0015,0.007471447149228416,0.0,757.0,540.0,42.0,394.0,275.0,832.0,324.0,333.0,520.0,38.0,636.0,281.0
0.0005,0.0030274233043931474,0.64375,296.0,698.0,822.0,358.0,114.0,832.0,181.0,336.0,127.0,539.0,812.0,381.0
0.0,0.024222551578125955,0.04166666666666674,757.0,698.0,513.0,59.0,275.0,832.0,324.0,336.0,520.0,38.0,636.0,281.0
0.003,0.002045284115011868,0.22083333333333338,757.0,698.0,42.0,358.0,809.0,832.0,344.0,336.0,520.0,38.0,292.0,281.0
0.002,0.0010062790392515138,0.7304166666666667,76.0,117.0,645.0,59.0,275.0,832.0,344.0,394.0,396.0,38.0,691.0,358.0
0.9265,0.00011046966332978604,0.027083333333333372,515.0,540.0,537.0,358.0,275.0,832.0,716.0,230.0,45.0,710.0,678.0,382.0
0.0185,7.125129125668796e-05,0.11625,893.0,827.0,37.0,59.0,275.0,832.0,324.0,371.0,702.0,562.0,636.0,21.0
0.0,0.02460438040874842,0.0,757.0,540.0,645.0,31.0,275.0,832.0,324.0,336.0,520.0,38.0,636.0,281.0
0.001,0.008500649431264797,0.0041666666666666284,296.0,540.0,537.0,341.0,809.0,292.0,344.0,336.0,520.0,710.0,812.0,381.0
0.0015,0.0026202486708683413,0.18541666666666673,893.0,827.0,459.0,59.0,53.0,107.0,716.0,317.0,948.0,710.0,636.0,21.0
0.002,0.0008210872263587422,1.0,893.0,827.0,459.0,59.0,53.0,107.0,716.0,317.0,948.0,710.0,607.7950591138093,21.0
0.0035,0.00022139321625193383,0.0,757.0,540.0,42.0,59.0,275.0,832.0,324.0,317.0,520.0,38.0,636.0,270.4207452048058
0.0005,0.011832341816398799,0.01875,893.0,827.0,42.0,358.0,809.0,292.0,344.0,336.0,520.0,38.0,636.0,21.0
0.0,0.006907338458364534,0.07166666666666674,757.0,540.0,645.0,59.0,275.0,832.0,324.0,336.0,520.0,309.0,636.0,281.0
0.002,0.005611910805638184,0.04333333333333326,757.0,540.0,822.0,358.0,809.0,626.0,6.0,369.382982309609,702.0,562.0,636.0,281.0
0.0005,0.015450240889602939,0.0,757.0,540.0,645.0,405.0,275.0,832.0,324.0,336.0,520.0,38.0,636.0,281.0
0.00014999999999997727,0.008708922331205246,0.03541666666666663,732.0,219.0,42.0,26.0,289.0,520.0,642.0,196.0,396.0,38.0,636.0,54.0
