f1,f2,f3,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.5395,0.00048299779946702257,0.04916666666666663,458.0,530.0,278.0,408.0,697.0,535.0,801.0,229.0,712.0,840.0,845.4250466563536,331.0
0.504,0.00017082085676763445,0.29875,458.0,530.0,278.0,356.0,133.0,724.0,109.0,325.0,712.0,840.0,842.0,331.0
0.0265,0.0009873834956184778,0.0,829.0,184.0,833.0,124.0,133.0,82.0,726.0,34.0,145.0,355.0,105.0,257.0
0.6405,0.0009366014314873923,0.002083333333333371,96.0,184.0,818.0,404.0,697.0,535.0,581.0,229.0,712.0,840.0,12.0,358.0
0.2595,0.00023856522696936728,0.18416666666666662,829.0,787.0,832.0,124.0,697.0,159.0,593.0,364.0,32.0,355.0,105.0,257.0
0.0,0.0027639517099539664,0.0175,405.0,237.0,818.0,336.0,760.0,724.0,109.0,374.0,32.0,303.0,717.0,78.0
0.262,0.0004148534935702912,0.06625,829.0,787.0,832.0,58.0,697.0,159.0,593.0,364.0,32.0,355.0,105.0,257.0
0.0005,0.001854913510715086,0.17416666666666675,793.0,378.0,833.0,270.0,697.0,294.0,581.0,364.0,145.0,158.0,717.0,377.0
0.0025,0.0005962349660343077,0.2325,96.0,184.0,832.0,124.0,133.0,28.0,353.0,305.0,769.0,303.0,12.0,358.0
0.0,0.002506162281937216,0.3375,793.0,378.0,833.0,270.0,697.0,294.0,581.0,360.0,145.0,158.0,309.0,377.0
0.3905,0.0004036352773423546,0.13875,96.0,463.0,647.0,336.0,697.0,535.0,581.0,229.0,712.0,840.0,12.0,358.0
0.0055,0.0011057692757441774,0.0,829.0,378.0,833.0,408.0,133.0,82.0,726.0,34.0,145.0,355.0,105.0,257.0
0.001,0.0035340170540952504,0.0,829.0,378.0,833.0,270.0,133.0,724.0,726.0,34.0,145.0,807.0,105.0,257.0
0.235,0.0004368811547361988,0.50375,509.94663641473556,378.0,833.0,133.181817836432,697.0,535.0,581.0,360.0,137.0,92.0,105.0,286.58521114509074
0.011,0.0005849302936318766,0.05,509.94663641473556,378.0,833.0,133.181817836432,261.0,724.0,581.0,360.0,137.0,149.0,105.0,286.58521114509074
0.003,0.00043732540329439795,0.07416666666666674,793.0,378.0,833.0,226.0,697.0,294.0,353.0,325.0,32.0,303.0,717.0,377.0
0.316,0.0008848833772899362,0.01375,96.0,787.0,278.0,359.0,292.0,535.0,581.0,229.0,712.0,840.0,12.0,348.9030812045413
0.003,0.00043732540329439795,0.07416666666666674,793.0,378.0,833.0,226.0,697.0,294.0,353.0,325.86551923162205,32.0,303.0,717.0,377.0
0.0,0.018738853521411008,0.0,829.0,787.0,714.0,270.0,133.0,82.0,726.0,34.0,137.0,355.0,105.0,257.0
0.001,0.0014263923708727159,0.3375,793.0,378.0,833.0,124.0,697.0,294.0,581.0,360.0,145.0,158.0,309.0,377.0
