f1,f2,f3,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.0009500000000000454,0.010877342112449536,0.09041666666666663,448.0,768.0,748.0,393.0,338.0,80.0,123.17685434819764,190.0,254.0,675.0,222.0,336.0
0.0105,0.0009426047878473143,0.025,827.0,368.0,124.0,407.0,870.0,739.0,715.0,230.0,587.0,795.0,536.0,73.24796612691381
0.0005,0.0031252608203750343,0.175,434.0,826.2149556853657,124.0,407.0,870.0,739.0,717.0,243.0,587.0,795.0,206.0,312.0
0.041,0.0012236655153540744,0.011666666666666629,930.0,386.0,709.0,323.0,870.0,739.0,717.0,243.0,254.0,240.0,229.0,115.0
0.006,0.005941155386528701,0.01833333333333337,434.0,426.6871731737998,72.73876413186552,267.0,870.0,767.0,84.0,167.0,436.0,126.0,608.0,312.0
0.008549999999999955,0.006553388901977935,0.00875,448.0,768.0,748.0,161.0,300.0,767.0,73.0,375.0,22.0,306.0,615.0,336.0
0.0905,0.0019873040716838026,0.0075,930.0,368.0,709.0,381.0,910.0,73.0,717.0,243.0,254.0,240.0,229.0,115.0
0.0005,0.016168158804673767,0.0045833333333333715,879.0,386.0,602.0,381.0,471.0,14.0,345.0,203.0,254.0,0.0,608.0,188.0
0.005,0.0025091789140895236,0.04375,827.0,368.0,124.0,323.0,471.0,739.0,715.0,230.0,587.0,795.0,536.0,73.24796612691381
0.0045,0.001059672323758727,0.38166666666666665,306.0,386.0,602.0,267.0,870.0,767.0,43.0,384.0,254.0,675.0,222.0,124.0
0.0,0.09564297853783024,0.0,879.0,426.6871731737998,606.0,346.0,818.0,80.0,123.17685434819764,190.0,436.0,0.0,88.0,188.0
0.0,0.01764916873251046,0.01333333333333337,930.0,368.0,72.73876413186552,267.0,870.0,227.0,717.0,354.0,159.0,240.0,88.0,115.0
0.0,0.01253566995445515,0.13416666666666674,879.0,368.0,67.0,407.0,870.0,741.0,843.0,167.0,159.0,240.0,608.0,188.0
0.003,0.0013622211273051103,0.225,930.0,368.0,737.0,267.0,870.0,227.0,84.0,243.0,254.0,0.0,88.0,115.0
