f1,f2,f3,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.0105,0.0002652150018536836,0.3625,673.0,813.0,555.0,402.0,901.6669983359187,714.0,776.0,314.0,752.0,652.9619540485933,513.0,289.0
0.0005,0.006626494599079218,0.0041666666666666284,673.0,776.0,555.0,402.0,837.0,312.0,679.0,229.0,752.0,589.0,513.0,289.0
0.0,0.0053006079670353725,3.0366666666666666,623.0,54.0,552.0,34.0,242.0,232.0,322.0,314.0,93.0,689.0,533.0,207.0
0.384,0.0005563099451258907,0.002083333333333371,551.0,35.0,378.0,248.0,39.0,844.0,504.0,178.0,752.0,527.0,544.0,165.0
0.0185,0.00270443598757741,0.0,660.0,805.0,555.0,188.0,901.6669983359187,312.0,679.0,230.0,752.0,589.0,544.0,59.0
0.0,0.008331336595794502,0.0125,673.0,776.0,630.0,98.0,840.0,156.0,474.46474451059487,178.0,752.0,589.0,513.0,289.0
0.0005,0.020375873695529054,0.0,157.3495946715806,805.0,555.0,188.0,790.0,370.0,504.0,345.0,752.0,324.0,544.0,257.0
0.003,0.0009717490227847927,0.31666666666666676,673.0,813.0,555.0,165.0,790.0,714.0,776.0,178.0,752.0,589.0,513.0,289.0
0.0125,0.0008165690712980157,0.09166666666666663,660.0,805.0,555.0,188.0,908.0,714.0,776.0,314.0,752.0,324.0,544.0,59.0
0.0285,0.0014042379316049358,0.033333333333333375,673.0,54.0,630.0,98.0,790.0,156.0,504.0,230.0,752.0,90.0,544.0,289.0
0.021,0.0014120553287915846,0.033333333333333375,482.0,719.0,555.0,402.0,13.0,714.0,208.0,109.0,876.0,48.0,544.0,177.0
0.0,0.02201880921401966,0.0041666666666666284,673.0,660.0,630.0,402.0,837.0,312.0,679.0,229.0,752.0,589.0,513.0,289.0
0.4415,0.000624451225889657,0.0,660.0,805.0,555.0,98.0,790.0,370.0,504.0,230.0,752.0,73.0,694.0,59.0
0.067,0.000492565366785345,0.033333333333333375,673.0,54.0,630.0,98.0,790.0,156.0,679.0,229.0,752.0,90.0,544.0,289.0
0.0,0.005865777322835133,0.35,673.0,54.0,630.0,98.0,790.0,714.0,776.0,314.0,752.0,652.9619540485933,513.0,289.0
0.095,0.0006784493704283167,0.0,157.3495946715806,805.0,555.0,98.0,790.0,370.0,679.0,109.0,752.0,726.0,544.0,257.0
0.0005,0.0028132679488663877,0.7583333333333333,660.0,805.0,555.0,188.0,474.0,316.0,679.0,178.0,752.0,652.9619540485933,544.0,59.0
0.0015,0.0011363794245376536,0.05,673.0,776.0,555.0,261.0,901.6669983359187,312.0,679.0,229.0,752.0,589.0,513.0,289.0
0.0435,0.002629427179734362,0.0,660.0,805.0,555.0,98.0,790.0,370.0,817.0,323.0,752.0,73.0,544.0,59.0
0.0037999999999999545,0.0027685801683092984,0.0041666666666666284,726.0,660.0,555.0,402.0,790.0,714.0,776.0,229.0,752.0,589.0,513.0,367.0
0.0185,0.00270443598757741,0.0,660.0,805.0,555.0,188.0,901.6669983359187,312.0,679.0,230.0,752.0,589.0,544.9597337610788,59.0
0.00029999999999995455,0.005373870841311778,0.4625,726.0,54.0,555.0,188.0,403.0,714.0,776.0,178.0,752.0,589.0,513.0,367.0
0.008299999999999955,0.0018768499283277997,0.0041666666666666284,726.0,660.0,555.0,402.0,790.0,714.0,776.0,178.0,752.0,589.0,513.0,367.0
0.014700000000000045,0.00045207407069375067,0.27083333333333326,726.0,54.0,555.0,402.0,837.0,312.0,776.0,229.0,752.0,589.0,513.0,367.0
0.0405,0.0002462435510151896,0.40833333333333327,157.3495946715806,54.0,555.0,188.0,403.0,370.0,679.0,345.0,752.0,73.0,544.0,257.0
0.003,0.008513774220898261,0.0,660.0,805.0,555.0,188.0,901.6669983359187,312.0,776.0,230.0,752.0,796.0,533.9541726905903,59.0
0.0007000000000000454,0.0047921677859789754,0.0375,726.0,660.0,555.0,402.0,901.6669983359187,714.0,776.0,178.0,752.0,652.9619540485933,513.0,367.0
0.0005,0.003390013010006794,0.16458333333333336,673.0,776.0,555.0,402.0,790.0,714.0,679.0,229.0,752.0,527.0,513.0,289.0
0.0007999999999999545,0.0009614879963552367,0.775,726.0,660.0,555.0,402.0,474.0,714.0,776.0,178.0,752.0,652.9619540485933,513.0,367.0
0.004,0.0008277529706421614,0.5791666666666667,157.3495946715806,805.0,555.0,165.0,790.0,370.0,679.0,230.0,752.0,324.0,544.0,257.0
0.03320000000000005,0.00039144536628545794,0.07083333333333326,726.0,660.0,555.0,261.0,790.0,370.0,776.0,230.0,752.0,324.0,513.0,367.0
0.014,0.0034299196175937648,0.0,660.0,805.0,555.0,261.0,901.6669983359187,312.0,776.0,230.0,752.0,796.0,533.9541726905903,59.0
0.0,0.04477311523412286,0.0,660.0,805.0,555.0,98.0,790.0,370.0,817.0,229.0,752.0,73.0,514.3810539474321,59.0
0.0115,0.004900302850755346,0.0,660.0,805.0,555.0,261.0,790.0,370.0,776.0,234.33356180704732,752.0,324.0,566.0,59.0
0.0075,0.0004098575455000359,1.375,660.0,805.0,555.0,188.0,901.6669983359187,312.0,515.2075042188234,230.0,752.0,589.0,544.0,59.0
0.011,0.000484196027322861,0.12083333333333338,660.0,805.0,555.0,261.0,908.0,370.0,776.0,229.0,752.0,324.0,566.0,59.0
0.068,0.002481380621936606,0.0,157.3495946715806,805.0,555.0,188.0,790.0,370.0,679.0,230.0,752.0,726.0,544.0,257.0
0.001,0.012667067341998437,0.0,660.0,805.0,555.0,188.0,901.6669983359187,312.0,776.0,178.0,752.0,796.0,533.9541726905903,59.0
0.001,0.002529610710550395,0.0125,660.0,805.0,555.0,188.0,901.6669983359187,370.0,776.0,229.0,752.0,324.0,566.0,59.0
0.06,0.0006986937545742483,0.008333333333333371,157.3495946715806,790.0962683242687,555.0,98.0,790.0,370.0,679.0,178.0,752.0,726.0,544.0,257.0
0.114,0.00013344581634524777,0.04166666666666674,673.0,805.0,555.0,188.0,901.6669983359187,714.0,776.0,314.0,752.0,324.0,544.0,289.0
0.0035,0.00479232457468668,0.0041666666666666284,673.0,54.0,630.0,98.0,837.0,312.0,776.0,229.0,752.0,589.0,513.0,289.0
0.0075,0.007308276009107795,0.0,660.0,805.0,555.0,261.0,901.6669983359187,312.0,776.0,229.0,752.0,796.0,533.9541726905903,59.0
0.0015,0.011417036985835936,0.0,660.0,805.0,555.0,188.0,901.6669983359187,316.0,776.0,229.0,752.0,796.0,533.9541726905903,59.0
