f1,f2,f3,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.0595,0.00014417311908121398,2.1370833333333334,759.0,385.0,178.0,23.0,791.0,745.0,602.0,58.0,228.0,463.0,225.0,64.0
0.02,0.002131772768337655,0.0008333333333333712,179.0,158.0,787.0,160.0,870.0,737.0,602.0,325.0,875.0,45.0,544.0,375.0
0.0525,0.009320366523996869,0.0,483.0,353.0,609.0,218.0,35.0,805.0,506.0,373.0,45.0,316.0,544.0,359.0
0.6015,0.0024021591528835106,0.0,483.0,353.0,609.0,218.0,35.0,805.0,506.0,328.0,45.0,316.0,707.0,359.0
0.0195,0.00038263471923543794,0.05083333333333337,179.0,64.0,635.0,203.0,865.0,745.0,267.0,236.0,228.0,463.0,544.0,375.0
0.0015,0.00578357577765618,0.0008333333333333712,179.0,321.0,553.0,371.0,361.0,101.0,602.0,349.0,875.0,45.0,544.0,375.0
0.022,0.0003812163042642436,0.5308333333333333,311.0,64.0,830.0,173.0,865.0,122.0,602.0,236.0,217.0,463.0,544.0,350.0
0.025,0.009742877750693288,0.0,483.0,400.0,609.0,218.0,791.0,805.0,506.0,328.0,45.0,316.0,544.0,359.0
0.0,0.01185726740241436,0.0,483.0,42.0,609.0,218.0,791.0,805.0,506.0,373.0,45.0,316.0,202.0,359.0
0.057,0.0010965602018248035,0.0041666666666666284,806.0,64.0,609.0,218.0,791.0,737.0,267.0,114.7152000478126,234.0,60.0,667.0,21.0
0.071,0.0009203993439187363,0.010416666666666628,311.0,306.98570037214074,787.0,203.0,35.0,572.0,602.0,236.0,875.0,45.0,544.0,350.0
0.0,0.0010991807367009639,0.006666666666666629,311.0,64.0,830.0,43.0,865.0,122.0,602.0,243.0,217.0,463.0,544.0,350.0
0.0025,0.0004330617724491844,1.6241666666666665,483.0,64.0,787.0,173.0,132.0,572.0,238.0,114.7152000478126,234.0,60.0,322.0,359.0
0.014,0.0037926362462903946,0.0008333333333333712,179.0,158.0,787.0,160.0,870.0,572.0,602.0,325.0,875.0,45.0,544.0,375.0
0.0095,0.004685057173631875,0.0041666666666666284,179.0,158.0,787.0,371.0,870.0,572.0,602.0,243.0,234.0,760.0,367.0,375.0
0.0155,0.010328842847094405,0.0,483.0,400.0,609.0,218.0,791.0,805.0,506.0,243.0,45.0,316.0,544.0,359.0
0.5775,0.0028438764046685443,0.0,483.0,400.0,609.0,218.0,35.0,805.0,506.0,236.0,45.0,316.0,707.0,359.0
0.009,0.011558833672344577,0.0,483.0,42.0,609.0,218.0,791.0,805.0,506.0,328.0,45.0,316.0,202.0,359.0
0.0685,0.006967987366991982,0.0,483.0,353.0,609.0,218.0,35.0,805.0,506.0,349.0,45.0,316.0,544.0,359.0
2.472,0.00021501190453830827,0.06125,209.0,32.0,707.0,152.0,492.0,711.9652737180858,809.0,325.0,536.0,101.0,707.0,361.9824318409046
0.5435,0.005500293886682636,0.0,483.0,353.0,830.0,392.0,35.0,144.0,500.0,349.0,45.0,316.0,707.0,359.0
0.005,0.0007362916766073293,0.30625,806.0,64.0,609.0,199.87196624409827,35.0,144.0,500.0,349.0,234.0,60.0,667.0,21.0
0.6035,0.0003678286214546626,0.0,483.0,400.0,609.0,218.0,35.0,805.0,506.0,325.0,45.0,316.0,707.0,359.0
