f1,f2,f3,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.0,0.03204710310281479,0.009166666666666629,88.0,195.0,156.0,355.0,804.0,4.0,435.0,268.0,282.0,421.0,813.0,65.0
0.85745,7.750397578474609e-05,0.00791666666666663,7.0,748.0,95.0,356.0,496.0,568.9337062720912,712.0,31.0,873.0,196.0,813.0,389.0
0.0,0.04176737633067086,0.00125,313.0,787.0,387.0,340.0,671.0,343.0,96.0,329.0,317.0,797.0,362.0,324.0
0.8509500000000001,0.0001966881126211201,0.00791666666666663,7.0,748.0,95.0,362.0,496.0,568.9337062720912,712.0,31.0,873.0,196.0,813.0,389.0
0.03,0.0004210094827796533,0.43375,137.0,140.0,10.0,208.0,292.0,769.0,633.0,203.0,100.0,474.0,751.0,115.0
0.649,0.003095172460126671,0.00125,313.0,787.0,387.0,119.0,242.0,699.0,712.0,267.0,317.0,797.0,362.0,324.0
0.0032000000000000457,0.00035423235425719466,0.80625,727.0,435.0,380.0,208.0,88.0,699.0,552.0,220.0,50.0,196.0,336.0,391.0
0.0022999999999999544,0.00023700597684436653,1.0695833333333336,723.0,346.0,253.0,208.0,679.0,4.0,435.0,66.52842165658218,773.0,718.0,244.0,369.0
0.0059500000000000455,0.003689238270312234,0.0,723.0,346.0,511.0,340.0,3.0,400.0,749.0,203.0,282.0,701.0,244.0,369.0
0.6625,0.00026382102312070573,0.00125,313.0,787.0,387.0,119.0,242.0,4.0,712.0,267.0,317.0,797.0,362.0,324.0
0.0005499999999999545,0.05299400420289266,0.0,435.0,748.0,511.0,208.0,1.8669654110281881,343.0,96.0,329.0,317.0,797.0,362.0,128.0
0.0007000000000000454,0.0034450796282142495,0.02125,723.0,346.0,253.0,208.0,292.0,769.0,633.0,268.0,282.0,718.0,751.0,369.0
0.6565,0.0026266598269829348,0.00125,313.0,787.0,387.0,119.0,242.0,4.0,712.0,33.90295958785263,317.0,797.0,362.0,324.0
4.999999999995453e-05,0.019862809468954797,0.04291666666666663,7.0,748.0,387.0,236.0,496.0,4.0,173.0,243.0,261.0,522.0,813.0,389.0
0.006850000000000023,0.0015531228549927644,0.0225,723.0,346.0,253.0,208.0,88.0,568.9337062720912,222.0,267.0,873.0,196.0,770.0,369.0
0.6777000000000001,0.0030545411437459115,0.0,723.0,346.0,511.0,340.0,3.0,660.0,712.0,203.0,282.0,701.0,244.0,369.0
0.0024500000000000455,0.005536507315327812,0.00958333333333337,431.0,748.0,27.0,220.0,804.0,568.9337062720912,222.0,31.0,773.0,196.0,362.0,272.0
0.0005,0.0013034801113642111,0.31041666666666673,88.0,140.0,10.0,208.0,292.0,769.0,633.0,243.0,100.0,474.0,751.0,65.0
0.8549500000000001,9.053242826257607e-05,0.00791666666666663,7.0,748.0,95.0,363.8944654510315,496.0,568.9337062720912,712.0,31.0,873.0,196.0,813.0,389.0
0.0018500000000000226,0.0009273767104542234,1.7366666666666666,435.0,242.0,95.0,366.0,292.0,769.0,633.0,243.0,100.0,150.0,731.0,125.12561162934995
0.0003500000000000227,0.05466350515264113,0.0,136.0,609.8110936917657,380.0,340.0,3.0,400.0,749.0,31.0,38.0,196.0,50.0,181.0
0.0007000000000000454,0.0034450796282142495,0.02125,723.5109990039367,346.0,253.0,208.0,292.0,769.0,633.0,268.0,282.0,718.0,751.0,369.0
0.0,0.005056318721966304,0.135,164.0,195.0,759.0,220.0,804.0,699.0,552.0,35.0,95.7176742421477,421.0,362.0,65.0
0.00045000000000004547,0.01294449893231607,0.00125,313.0,748.0,759.0,366.0,671.0,343.0,96.0,329.0,317.0,797.0,362.0,324.0
0.00020000000000004546,0.05524353081263856,0.0,723.0,346.0,511.0,340.0,3.0,400.0,552.0,332.0,282.0,701.0,244.0,346.34086843627813
0.0009500000000000454,0.0069387890693226205,0.0,723.0,346.0,511.0,340.0,3.0,400.0,749.0,203.0,282.0,701.0,244.0,346.34086843627813
0.14245000000000005,0.0002299858896892595,0.0025,7.0,748.0,511.0,236.0,671.0,343.0,96.0,31.0,191.0,701.0,813.0,389.0
0.005450000000000045,0.0004492063860687254,0.05416666666666663,431.0,748.0,27.0,220.0,804.0,568.9337062720912,222.0,31.0,773.0,579.0,426.0,272.0
0.012049999999999955,0.0022210426856657975,0.005416666666666629,136.0,748.0,511.0,340.0,784.0,4.0,173.0,372.0,191.0,701.0,204.0,181.0
0.06704999999999996,0.0034602711633414896,0.0,723.0,346.0,511.0,340.0,3.0,400.0,749.0,329.0,282.0,196.0,244.0,369.0
0.0034500000000000455,0.00465260022922316,0.0,723.0,346.0,511.0,349.12838303913185,3.0,400.0,749.0,31.0,282.0,701.0,244.0,369.0
0.05454999999999995,0.003602989304960756,0.0,723.0,346.0,511.0,340.0,3.0,400.0,749.0,31.0,282.0,196.0,244.0,369.0
0.0,0.005056318721966304,0.135,164.0,195.0,759.1393714777481,220.0,804.0,699.0,552.0,35.0,95.7176742421477,421.0,362.0,65.0
