f1,f2,f3,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.012350000000000022,0.0034929985707973068,0.0008333333333333712,520.0,749.0,343.0,217.0,822.0,184.0,86.0,405.0,797.0,81.0,783.0,59.0
0.022850000000000023,0.0006179085790318712,0.3104166666666666,520.0,749.0,343.0,48.0,822.0,0.0,288.0,286.0,797.0,81.0,783.0,59.0
0.0005,0.0005086623253839716,1.8133333333333335,772.0,755.0,234.0,217.0,402.0,706.0,471.0,17.0,323.0,647.0,693.0,95.0
0.0008500000000000227,0.00021460007172131098,0.50125,61.0,749.0,71.0,234.0,391.0,31.0,794.0,392.0,216.0,759.0,736.8506687994513,6.0
0.1465,0.00034519754534558173,0.04791666666666674,571.3049033799205,60.0,343.0,12.0,658.0,0.0,288.0,286.0,899.0,787.0,730.0,196.0
0.0,0.09321934260754647,0.00041666666666662875,148.0,426.0,343.0,14.0,40.0,578.0,355.0,286.0,899.0,81.0,663.0,390.0
0.0018500000000000226,0.006932385666477852,0.08833333333333337,809.0,749.0,679.0,14.0,433.0,821.0,794.0,346.0,286.0,81.0,693.0,372.0
0.0005,0.0929375835805927,0.00041666666666662875,148.0,426.0,343.0,12.0,40.0,578.0,355.0,286.0,899.0,81.0,663.0,390.0
0.029849999999999908,0.00018142591242800718,1.8379166666666664,839.0,749.0,721.0,217.0,212.0,164.0,401.0,273.0,899.0,787.0,11.0,294.0
0.0026499999999999775,0.0007198241957184323,0.0625,487.0,749.0,659.0,14.0,587.0,643.0,794.0,346.0,286.0,81.0,783.0,243.0
0.042,0.0014186535350573998,0.01666666666666663,600.0,808.0,316.0,234.0,212.0,830.0,738.0,286.0,795.6955905545227,107.0,536.0,406.1216973433516
0.09495000000000005,0.00037651572207893707,0.029166666666666743,520.0,667.0,71.0,12.0,5.0,0.0,765.0,397.0,349.0,647.0,693.0,59.0
0.00075,0.05207067307528231,0.00125,737.0,60.0,659.0,234.0,212.0,316.0,765.0,392.0,216.0,647.0,783.0,33.12904814644989
0.44279999999999997,0.00029797519394936933,0.05958333333333337,737.0,60.0,659.0,185.0,150.0,0.0,401.0,392.0,216.0,706.0,504.0,20.0
0.0,0.03419942395017644,0.0041666666666666284,520.0,60.0,343.0,12.0,658.0,316.0,506.0,405.0,417.0,647.0,783.0,59.0
0.0045,0.008868245986004311,0.0,487.0,608.0,679.0,234.0,587.0,643.0,282.0,348.0,286.0,81.0,730.0,243.0
0.0065,0.002177765167841066,0.05833333333333326,487.0,608.0,659.0,14.0,587.0,643.0,296.6312782766265,348.0,286.0,81.0,730.0,243.0
0.018,0.0020667777647349595,0.0375,600.0,60.0,679.0,231.0,391.0,643.0,416.0,348.0,323.0,787.0,736.8506687994513,406.1216973433516
0.0065,0.0025648157599989455,0.010416666666666628,520.0,60.0,141.0,231.0,658.0,0.0,288.0,234.0,417.0,647.0,783.0,59.0
0.1465,0.00034519754534558173,0.04791666666666674,571.3049033799205,60.0,343.0,12.0,658.0,0.0,288.0,286.0,899.0,787.0,730.0,196.77078108374246
0.011,0.0024614781784084066,0.010416666666666628,520.0,60.0,141.0,14.0,658.0,0.0,288.0,286.0,417.0,647.0,783.0,59.0
0.023,0.001221947788007266,0.0375,600.0,60.0,679.0,234.0,391.0,643.0,416.0,348.0,323.0,787.0,736.8506687994513,406.1216973433516
0.0005,0.002381697161503764,0.10416666666666674,600.0,60.0,94.0,33.677873278343306,256.0,61.0,794.0,346.0,417.0,647.0,536.0,406.1216973433516
0.0,0.007279125329858711,0.0125,600.0,808.0,316.0,234.0,212.0,823.5096753134334,738.0,346.0,899.0,107.0,536.0,406.1216973433516
0.0022000000000000457,0.0037899074833768467,0.010416666666666628,737.0,608.0,679.0,29.0,150.0,0.0,288.0,286.0,339.0,586.0,663.0,20.0
0.001,0.010776507746051737,0.0,487.0,608.0,679.0,29.0,587.0,643.0,282.0,348.0,286.0,81.0,730.0,243.0
0.0725,0.0004360416305370235,0.0,600.0,667.0,659.0,12.0,256.0,61.0,794.0,397.0,339.0,647.0,783.0,406.1216973433516
0.003,0.0006589470545503789,0.1875,809.0,608.0,679.0,14.0,391.0,403.0,86.0,286.0,618.0,258.0,693.0,372.0
0.0003500000000000227,0.005980133317839009,0.16666666666666663,520.0,749.0,343.0,234.0,822.0,184.0,86.0,405.0,797.0,81.0,783.0,59.0
0.002,0.005542582969609818,0.05208333333333337,600.0,667.0,679.0,12.0,658.0,0.0,288.0,405.0,323.0,787.0,736.8506687994513,406.1216973433516
0.0115,0.0021937598591752006,0.010416666666666628,520.0,60.0,141.0,12.0,658.0,0.0,288.0,286.0,417.0,647.0,783.0,59.0
0.069,0.0019590121989906794,0.0,600.0,667.0,659.0,234.0,256.0,61.0,794.0,397.0,339.0,647.0,783.0,406.1216973433516
0.0025,0.0030241534206554275,0.06666666666666675,520.0,667.0,679.0,12.0,256.0,61.0,794.0,397.0,339.0,647.0,783.0,59.0
0.061649999999999976,0.0019136086245472657,0.0008333333333333712,809.0,749.0,679.0,234.0,433.0,821.0,794.0,346.0,797.0,81.0,693.0,372.0
