f1,f2,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.00029380408741380834,0.09375,89.0,149.0,490.0,26.0,431.0,559.0,642.0,323.0,520.0,658.0,636.0,56.0
0.0013936232656076744,0.07208333333333337,89.0,592.0,490.0,59.0,89.0,832.0,440.0,196.0,165.0,230.0,541.0,56.0
0.0038881876780093045,0.0,162.0,149.0,533.0,240.0,89.0,832.0,344.0,289.0,664.0,710.0,179.0,362.0
0.0038881876780093045,0.0,162.0,149.0,533.0,240.0,89.0,832.6605886195972,344.0,289.0,664.0,710.0,179.0,362.0
0.0013936232656076744,0.07208333333333337,89.0,592.0,490.0,59.0,89.0,832.6605886195972,440.0,196.0,165.0,230.0,541.0,56.0
0.0024944315638797767,0.06791666666666663,89.0,149.0,490.0,36.09220997471148,275.0,832.0,440.0,196.0,165.0,71.0,636.0,56.0
0.0024944315638797767,0.06791666666666663,89.0,149.0,490.0,36.09220997471148,275.0,832.6605886195972,440.0,196.0,165.0,71.0,636.0,56.0
0.0025728867183778775,0.0016666666666666288,80.63010834273786,149.0,490.0,59.0,275.0,817.6840797035344,440.0,181.3113971806062,165.0,230.0,541.0,31.0
0.0038881876780093045,0.0,162.0,149.0,533.0,240.0,89.0,832.6181762886664,344.0,289.0,664.0,710.0,179.0,362.0
0.0025438472302246936,0.02625,52.0,710.0,490.0,405.0,275.0,832.0,440.0,181.3113971806062,165.0,71.0,636.0,31.0
0.0013936232656076744,0.07208333333333337,89.0,592.0,490.0,59.0,89.0,832.6181762886664,440.0,196.0,165.0,230.0,541.0,56.0
0.0025438472302246936,0.02625,52.0,710.0,490.0,405.0,275.0,832.0,440.0,181.85790247146352,165.0,71.0,636.0,31.0
0.0025438472302246936,0.02625,52.0,710.0,490.0,405.0,275.0,832.0,440.0,181.85790247146352,165.0,71.0,636.1285269360793,31.0
0.0025438472302246936,0.02625,52.0,710.0,490.0,405.0,275.0,832.6605886195972,440.0,181.3113971806062,165.0,71.0,636.0,31.0
0.0025438472302246936,0.02625,52.0,710.0,490.0,405.0,275.0,832.6605886195972,440.0,181.85790247146352,165.0,71.0,636.1285269360793,31.0
