f1,f2,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.0027808594535871003,0.0175,96.0,77.0,247.0,65.0,450.0,65.0,731.0,326.0,334.0,550.0,181.32608203159566,336.0
0.011671917568983567,0.0,829.0,774.0,187.0,375.0,22.0,18.0,679.0,328.0,780.0,686.0,520.0,342.0
0.004561604929641839,0.0008333333333333712,829.0,774.0,91.0,65.0,464.0,65.0,28.0,33.0,499.4817809434245,87.0,520.0,342.0
0.003834526782681665,0.0041666666666666284,649.0,615.0,92.0,226.0,405.0,695.0,440.0,33.0,780.0,87.0,520.0,326.0
0.001257305278240701,0.2883333333333334,96.0,774.0,194.0,240.0,482.9655824184669,695.0,448.0,3.222815496798791,69.0,87.0,366.0,336.0
0.0016181852134264996,0.22791666666666663,96.0,774.0,194.0,240.0,405.0,695.0,448.0,326.0,69.0,87.0,366.0,336.0
0.0022611471314204516,0.03625,649.0,615.0,194.0,226.0,405.0,695.0,448.0,33.0,780.0,87.0,520.0,337.3103185918504
0.000846877491763078,0.5620833333333333,649.0,719.0,606.0,84.5544586169253,217.0,108.0,448.0,326.0,69.0,87.0,520.0,326.0
0.011671917568983567,0.0,829.0,774.0,187.0,375.0,22.0,18.0,679.0,328.73116841499717,780.0,686.0,520.0,342.0
0.0017625348281640652,0.18833333333333338,649.0,615.0,621.0,253.50257322663896,482.9655824184669,88.0,28.0,326.0,780.0,87.0,520.0,337.3103185918504
0.0007258516214831687,0.67375,96.0,774.0,194.0,21.0,405.0,695.0,448.0,3.222815496798791,69.0,87.0,366.0,336.0
