f1,f2,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.007249113644722333,0.002083333333333371,889.0,388.0,551.0,56.912920749788924,191.0,71.0,101.0,325.0,32.0,519.0,799.0,12.0
0.011748338911924852,0.0,889.0,106.0,847.0,202.0,133.0,71.0,98.0,325.0,860.0,2.0,822.0,29.8092613686221
0.005490876913547469,0.0025,846.8645747862956,71.0,698.0,68.0,191.0,71.0,101.0,252.0,32.0,519.0,822.0,12.0
0.004494256533346374,0.03875,846.8645747862956,71.0,514.0,217.0,191.0,71.0,101.0,252.0,613.0,519.0,799.0,12.0
0.005063402398698919,0.00625,846.8645747862956,388.0,551.0,56.912920749788924,191.0,71.0,101.0,252.0,32.0,519.0,799.0,12.0
0.0005272492815562718,0.375,846.8645747862956,71.0,698.0,68.0,191.0,71.0,101.0,246.71421054339228,613.0,683.0,822.0,12.0
0.0023145440977199857,0.07166666666666663,846.8645747862956,388.0,847.0,202.0,760.0,71.0,101.0,246.0,860.0,2.0,86.0,12.0
0.001974150875938496,0.16875,760.0,589.0,847.0,384.0,133.0,401.0,53.0,253.20114427910326,32.0,262.0,617.0,82.0
0.0034290210542646357,0.05833333333333337,846.8645747862956,106.0,847.0,202.0,82.65463803962697,71.0,98.0,325.0,860.0,2.0,799.0,12.0
0.005490876913547469,0.0025,846.8645747862956,71.0,698.0,68.0,191.0,71.77677480953963,101.0,252.0,32.0,519.0,822.0,12.0
0.0005272492815562718,0.375,846.8645747862956,71.0,698.0,68.0,191.0,71.77677480953963,101.0,246.71421054339228,613.0,683.0,822.0,12.0
0.0005272492815562718,0.375,846.8645747862956,71.0,698.0,68.0,191.0,71.0,101.0,246.0,613.0,683.0,822.0,12.0
0.0005272492815562718,0.375,846.8645747862956,71.0,698.0,68.0,191.0,71.77677480953963,101.0,246.0,613.0,683.0,822.0,12.0
