f1,f2,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.0012777135273485372,0.2958333333333334,136.0,400.0,66.0,206.0,482.0,122.0,727.0,286.0,853.0,463.0,124.0,336.0377405445543
0.006501025492090997,0.0,136.0,400.0,401.0,206.0,625.0,609.0,506.0,234.0,239.0,149.0,124.0,336.0377405445543
0.003113597259837524,0.0008333333333333712,385.0,677.0,66.0,206.0,482.0,122.0,727.0,270.0,304.0,502.0,129.1518676388643,53.851773337415956
0.001789740165367157,0.0029166666666666286,136.0,400.0,66.0,355.0,315.0,544.0,727.0,230.0,304.0,502.0,129.1518676388643,340.0
0.001789740165367157,0.0029166666666666286,136.0,400.0,66.0,355.0,315.0,544.0,727.0,230.0,304.0,502.0,129.1421691644584,340.0
0.003113597259837524,0.0008333333333333712,385.0,677.0,66.0,206.0,482.0,122.0,727.0,270.0,304.0,502.0,129.1421691644584,53.851773337415956
0.0013326603271891398,0.07916666666666675,136.0,162.0,401.0,206.0,72.0,122.0,727.0,234.0,304.0,463.0,124.0,336.0377405445543
0.006501025492090997,0.0,136.0,400.0,401.0,206.0,625.0,609.0,506.0,234.0,239.0,149.0,124.00608231562127,336.0377405445543
0.001789740165367157,0.0029166666666666286,136.29676901915144,400.0,66.0,355.0,315.0,544.0,727.0,230.0,304.0,502.0,129.1421691644584,340.0
0.001789740165367157,0.0029166666666666286,136.29676901915144,400.0,66.0,355.0,315.0,544.0,727.0,230.0,304.0,502.0,129.1518676388643,340.0
0.001789740165367157,0.0029166666666666286,136.29676901915144,400.0,66.0,355.0,315.0,544.0,726.4718744874407,230.0,304.0,502.0,129.1421691644584,340.0
