f1,f2,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.0011777885572263529,1.255,11.0,96.0,655.0,169.0,473.0,391.81071983399585,797.0,160.9875942910234,309.0,422.0,536.0,174.0
0.008626694686071842,0.0,824.0,88.0,656.0,71.0,922.3910192207077,585.0,391.5734967035519,356.0,475.0,247.0,536.0,36.0
0.001664145675083319,0.08291666666666674,8.0,88.0,223.0,71.0,922.3910192207077,62.0,353.0,252.0,166.0,303.0,536.0,134.0
0.004783085398622017,0.0008333333333333712,8.0,88.0,223.0,177.0,759.0,323.0,391.5734967035519,98.0,66.0,247.0,648.0,134.0
0.008626694686071842,0.0,824.0,71.89132693857779,656.0,71.0,922.3910192207077,585.0,391.5734967035519,356.0,475.0,247.0,536.0,36.0
0.004783085398622017,0.0008333333333333712,8.0,71.89132693857779,223.0,177.0,759.0,323.0,391.5734967035519,98.0,66.0,247.0,648.0,134.0
0.0013576895364662668,0.24208333333333337,8.0,96.0,223.0,110.0,822.0,62.0,479.0,359.0,587.0,646.0,536.0,134.0
0.004783085398622017,0.0008333333333333712,8.72123703373759,88.0,223.0,177.0,759.0,323.0,391.5734967035519,98.0,66.0,247.0,648.0,134.0
0.0013576895364662668,0.24208333333333337,8.72123703373759,96.0,223.0,110.0,822.0,62.0,479.0,359.0,587.0,646.0,536.0,134.0
0.004783085398622017,0.0008333333333333712,8.0,88.0,223.0,177.35583935396738,759.0,323.0,391.5734967035519,98.0,66.0,247.0,648.0,134.0
0.001664145675083319,0.08291666666666674,8.72123703373759,88.0,223.0,71.0,922.3910192207077,62.0,353.0,252.0,166.0,303.0,536.0,134.0
0.0013434360388442626,0.29916666666666664,8.0,71.89132693857779,223.0,71.0,822.0,675.0,391.5734967035519,36.0,475.0,303.0,513.0,134.0
0.004783085398622017,0.0008333333333333712,8.0,71.89132693857779,223.0,177.35583935396738,759.0,323.0,391.5734967035519,98.0,66.0,247.0,648.0,134.0
0.0013434360388442626,0.29916666666666664,8.0,88.0,223.0,71.0,822.0,675.0,391.5734967035519,36.0,475.0,303.0,513.0,134.0
0.004783085398622017,0.0008333333333333712,8.72123703373759,88.0,223.0,177.35583935396738,759.0,323.0,391.5734967035519,98.0,66.0,247.0,648.0,134.0
0.0013434360388442626,0.29916666666666664,8.72123703373759,88.0,223.0,71.0,822.0,675.0,391.5734967035519,36.0,475.0,303.0,513.0,134.0
0.004783085398622017,0.0008333333333333712,8.72123703373759,71.89132693857779,223.0,177.0,759.0,323.0,391.5734967035519,98.0,66.0,247.0,648.0,134.0
0.0024776375328647094,0.07541666666666663,8.0,96.0,223.0,110.0,392.0,62.0,353.0,161.0,587.0,247.0,536.0,140.94813680622767
0.004783085398622017,0.0008333333333333712,8.72123703373759,71.89132693857779,223.0,177.35583935396738,759.0,323.0,391.5734967035519,98.0,66.0,247.0,648.0,134.0
0.004842109695757442,0.00041666666666662875,8.0,96.0,223.0,110.0,392.0,62.0,736.0,98.0,587.0,646.0,536.0,134.0
0.003811072768192081,0.015833333333333373,8.0,179.0,223.0,177.0,822.0,675.0,353.0,98.0,475.0,247.0,536.0,134.0
0.004783085398622017,0.0008333333333333712,8.0,88.0,223.0,177.0,759.4180589114802,323.0,391.5734967035519,98.0,66.0,247.0,648.0,134.0
0.004842109695757442,0.00041666666666662875,8.72123703373759,96.0,223.0,110.0,392.0,62.0,736.0,98.0,587.0,646.0,536.0,134.0
0.004783085398622017,0.0008333333333333712,8.72123703373759,88.0,223.0,177.0,759.4180589114802,323.0,391.5734967035519,98.0,66.0,247.0,648.0,134.0
0.004783085398622017,0.0008333333333333712,8.0,71.89132693857779,223.0,177.0,759.4180589114802,323.0,391.5734967035519,98.0,66.0,247.0,648.0,134.0
0.001664145675083319,0.08291666666666674,8.72123703373759,71.89132693857779,223.0,71.0,922.3910192207077,62.0,353.0,252.0,166.0,303.0,536.0,134.0
0.004783085398622017,0.0008333333333333712,8.72123703373759,88.0,223.0,177.35583935396738,759.4180589114802,323.0,391.5734967035519,98.0,66.0,247.0,648.0,134.0
0.0029604083023452576,0.060416666666666625,315.0,214.0,655.0,334.0,392.0,585.0,353.0,252.0,166.0,646.0,536.0,213.0
