f1,f2,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.005271588676950069,0.0,58.0,803.0,366.0,289.0,347.0,222.0,8.0,6.0,891.0,143.0,516.0,271.0
0.002163107233042444,0.006666666666666629,519.0,675.0,641.0,272.0,321.0,462.0,8.0,6.0,847.0,844.0,84.0,363.0
0.0016691819759439882,0.14291666666666675,17.0,755.0,366.0,289.0,250.0,462.0,8.0,6.0,891.0,143.0,43.0,184.0
0.0013812677237688025,0.16791666666666674,519.0,675.0,846.0,69.0,250.0,222.0,8.0,12.264665552283859,847.0,844.0,84.0,363.0
0.0013812677237688025,0.16791666666666674,519.0,675.0,846.0,69.0,250.0,222.0,8.0,12.264665552283859,847.0,844.880065140416,84.0,363.0
0.0013812677237688025,0.16791666666666674,519.0,675.0,846.0,69.0,250.0,222.0,8.0,12.264665552283859,847.0,844.8622687520725,84.0,363.0
0.002163107233042444,0.006666666666666629,519.0,675.0,641.0,272.0,321.0,462.0,8.0,6.0,847.0,844.8622687520725,84.0,363.0
0.002163107233042444,0.006666666666666629,519.0,675.0,641.0,272.0,321.0,462.0,8.0,6.0,847.0,844.880065140416,84.0,363.0
0.0032316690761137164,0.0008333333333333712,583.0,675.0,828.0,289.0,250.0,462.0,8.0,407.2646819760629,259.0,7.0,43.0,203.0
0.0013812677237688025,0.16791666666666674,519.0,675.0,846.6773876562677,69.0,250.0,222.0,8.0,12.264665552283859,847.0,844.8622687520725,84.0,363.0
0.002163107233042444,0.006666666666666629,519.0,675.0,641.0,272.0,321.0,462.0,8.0,6.0,847.0,844.5260465376308,84.0,363.0
