f1,f2,f3,x0,x1,x2,x3
0.0015,0.0020748511528148692,0.2,542.7424880473981,395.5499615939656,730.0,239.0
0.048,0.0009704368804245392,0.66,928.4401671810282,566.0,601.0,89.0
0.0005,0.06689290798656189,0.0,542.7424880473981,144.5843554990483,337.0,239.0
0.048,0.0009704368804245392,0.66,928.4401671810282,566.0,601.4002681155243,89.0
0.015,0.009417224425194234,0.0,542.7424880473981,395.5499615939656,618.0798391856429,239.0
0.036,0.0009291490250834176,3.43375,533.0,87.0,661.1791535742564,319.5135595996263
0.0385,0.0012143513538567068,1.27375,533.0,87.0,661.1791535742564,317.48615827479705
0.0,0.006967247052236941,1.8875,533.0,304.0,746.0,297.6426706904964
0.05209999999999991,0.0008120237110047881,0.4375,542.7424880473981,395.5499615939656,750.0,239.0
0.0085,0.03516547210070169,0.0,536.0,395.5499615939656,618.0798391856429,193.70150404962592
0.0005,0.010958180539285408,0.12375,542.7424880473981,395.5499615939656,661.1791535742564,239.0
0.236,0.0027169658758861496,0.015,547.3242552838614,87.0,655.3854653779429,374.00953472675667
0.052,0.0074243607460274825,0.0,542.7424880473981,47.92488023151141,821.9044756242132,239.0
0.0075,0.001834769190946524,0.2025,928.4401671810282,689.5114850395474,601.0,89.0
0.0375,0.0009222255833686655,3.15375,533.0,87.0,661.1791535742564,288.27160548719337
0.236,0.0027169658758861496,0.015,547.3242552838614,87.0,655.2357815929914,374.00953472675667
0.016,0.0037757574690981217,0.0875,928.4401671810282,134.06455654832263,689.1083042296764,89.0
0.0015,0.0020748511528148692,0.2,542.7424880473981,395.5499615939656,730.0,239.66496034491752
0.0,0.024708283029086803,0.1975,536.0,395.5499615939656,137.0,234.16025531414903
0.0005,0.010958180539285408,0.12375,542.7424880473981,395.5499615939656,661.1791535742564,239.66496034491752
0.015,0.009417224425194234,0.0,542.7424880473981,395.5499615939656,618.0798391856429,239.66496034491752
0.036,0.0009291490250834176,3.43375,533.0,87.0,661.1791535742564,319.3588730639768
0.1885,0.005888143767568132,0.015,547.3242552838614,87.0,656.1995643345335,371.0
0.052,0.0074243607460274825,0.0,542.7424880473981,47.92488023151141,821.9044756242132,239.66496034491752
0.0005,0.06689290798656189,0.0,542.7424880473981,144.5843554990483,337.0,239.66496034491752
0.05209999999999991,0.0008120237110047881,0.4375,542.7424880473981,395.5499615939656,750.0,239.66496034491752
0.0075,0.001834769190946524,0.2025,928.4401671810282,689.5114850395474,601.4002681155243,89.0
0.0005,0.004935739846352286,4.5625,533.0,172.0,145.0,329.5138478168898
0.2285,0.0012617411265854266,0.37625,547.3242552838614,87.0,661.1791535742564,406.41122991885123
0.0035,0.008339921762474686,0.025,542.7424880473981,229.0,767.7562815463364,239.0
0.0035,0.008339921762474686,0.025,542.7424880473981,229.0,767.7562815463364,239.66496034491752
0.0005,0.06689290798656189,0.0,542.7424880473981,144.5843554990483,337.87395154896905,239.66496034491752
0.0005,0.004935739846352286,4.5625,533.0,172.0,145.0,329.46509412827834
0.0005,0.06689290798656189,0.0,542.7424880473981,144.5843554990483,337.87395154896905,239.0
0.036,0.0009291490250834176,3.43375,533.0,87.0,661.1791535742564,319.5051324200431
0.172,0.0017168992559421035,0.06125,547.3242552838614,87.0,618.0798391856429,339.42971670926016
0.004,0.051706949626319026,0.0,542.7424880473981,60.96171701469501,337.87395154896905,239.0
0.0375,0.0009222255833686655,3.15375,533.0,87.03455197504957,661.1791535742564,288.27160548719337
0.236,0.0027169658758861496,0.015,547.3242552838614,87.03455197504957,655.3854653779429,374.00953472675667
0.036,0.0009291490250834176,3.43375,533.0,87.03455197504957,661.1791535742564,319.5051324200431
0.004,0.051706949626319026,0.0,542.7424880473981,60.96171701469501,337.0,239.0
0.2285,0.0012617411265854266,0.37625,547.3242552838614,87.03455197504957,661.1791535742564,406.41122991885123
0.1885,0.005888143767568132,0.015,547.3242552838614,87.03455197504957,656.1995643345335,371.0
0.004,0.051706949626319026,0.0,542.7424880473981,60.96171701469501,337.0,239.66496034491752
0.236,0.0027169658758861496,0.015,547.3242552838614,87.0,655.3854653779429,374.0430517847443
0.172,0.0017168992559421035,0.06125,547.3242552838614,87.03455197504957,618.0798391856429,339.42971670926016
0.002,0.01974815978566357,0.015,543.528534892757,87.0,656.1995643345335,345.3335546136069
0.036,0.0009291490250834176,3.43375,533.0,87.03455197504957,661.1791535742564,319.5135595996263
0.236,0.0027169658758861496,0.015,547.3242552838614,87.03455197504957,655.3854653779429,374.0430517847443
