f1,f2,f3,x0,x1,x2,x3
0.0225,0.008888577104650509,0.124875,632.0,706.0,825.0,312.0
0.0,0.13201197560674868,0.065,877.0,685.0,704.0,33.0
0.003,0.08001754686258805,0.03,629.0,706.0,76.0,71.0
0.002,0.010161282912865914,0.125,528.0408725599874,706.0,540.0,312.0
0.0225,0.008888577104650509,0.124875,632.0,706.0,825.2548328041156,312.0
0.0715,0.0026662933693837915,0.0,461.0,837.0,704.0,331.23476310168036
0.0,0.04596418371033558,0.47,436.0,704.8910496417623,576.0,331.0
0.0125,0.004166995095569781,0.15,632.0,706.0,697.5267834944049,312.0
0.005,0.016002277797052263,0.0,461.0,704.8910496417623,814.7085960831665,331.23476310168036
0.004,0.019275895171619775,0.0,461.0,704.8910496417623,43.96721125396202,331.23476310168036
0.0445,0.0014780925090924484,0.09,591.0,705.8206103712024,87.0,329.0
0.059,0.004090302205279823,0.0,461.0,704.8910496417623,755.7512461907379,331.23476310168036
0.003,0.0023884892230715596,1.55,528.0408725599874,706.0,263.26829835305006,312.0
0.004,0.0007508080988060266,0.1875,632.0,706.0,822.7286080677183,312.0
0.0005,0.028714872291543264,0.0325,185.0,704.8910496417623,392.0,167.0
0.0085,0.009253954533574837,0.06125,92.0,704.8910496417623,661.0,386.01906661551243
0.0,0.02859812193342441,1.0,701.3374797396797,706.0,43.96721125396202,312.0
0.029,0.004105800459990399,0.0,461.0,704.8910496417623,713.9351197307676,293.7509847787374
0.001,0.00892969401591129,2.708625,459.39607591945094,704.8910496417623,825.2548328041156,291.9273992399496
0.001,0.00892969401591129,2.708625,459.39607591945094,704.8910496417623,825.0,291.9273992399496
0.0,0.02859812193342441,1.0,701.6517884705556,706.0,43.96721125396202,312.0
0.0225,0.008888577104650509,0.124875,632.0,706.0,825.6900582814391,312.0
0.001,0.00892969401591129,2.708625,459.39607591945094,704.8910496417623,825.6900582814391,291.9273992399496
0.001,0.00892969401591129,2.708625,459.39607591945094,704.7913183661132,825.2548328041156,291.9273992399496
0.059,0.004090302205279823,0.0,461.0,704.7913183661132,755.7512461907379,331.23476310168036
0.005,0.016002277797052263,0.0,461.0,704.7913183661132,814.7085960831665,331.23476310168036
0.0005,0.028714872291543264,0.0325,185.0,704.7913183661132,392.0,167.0
0.002,0.005743871484887538,0.1875,528.0408725599874,706.0,846.2240662420006,312.0
0.0,0.03764041656765485,0.50625,454.0960289106544,704.7913183661132,675.6935371358334,331.23476310168036
0.004,0.019275895171619775,0.0,461.0,704.7913183661132,43.96721125396202,331.23476310168036
0.0,0.03764041656765485,0.50625,454.0960289106544,704.8910496417623,675.6935371358334,331.23476310168036
0.001,0.00892969401591129,2.708625,459.39607591945094,704.7913183661132,825.6900582814391,291.9273992399496
0.0015,0.00774851755554507,0.3875,949.9085704847996,516.0,704.0,33.0
0.0,0.04596418371033558,0.47,436.0,704.7913183661132,576.0,331.0
0.0085,0.009253954533574837,0.06125,92.0,704.7913183661132,661.0,386.01906661551243
0.0035,0.01474107936108371,0.0625,632.0,706.0,675.6935371358334,312.0
0.0125,0.004166995095569781,0.15,632.0,706.0393051612406,697.5267834944049,312.0
0.029,0.004105800459990399,0.0,461.0,704.7913183661132,713.9351197307676,293.7509847787374
0.004,0.0007508080988060266,0.1875,632.0,706.0393051612406,822.7286080677183,312.0
0.002,0.010161282912865914,0.125,528.0408725599874,706.0,540.0,312.5685369846253
0.0225,0.008888577104650509,0.124875,632.0,706.0393051612406,825.2548328041156,312.0
0.0225,0.008888577104650509,0.124875,632.0,706.0393051612406,825.6900582814391,312.0
0.0035,0.01474107936108371,0.0625,632.0,706.0393051612406,675.6935371358334,312.0
0.003,0.08001754686258805,0.03,629.0,706.0393051612406,76.0,71.0
0.002,0.010161282912865914,0.125,528.0408725599874,706.0393051612406,540.0,312.0
0.0,0.02859812193342441,1.0,701.3374797396797,706.0393051612406,43.96721125396202,312.0
0.0,0.02859812193342441,1.0,701.6517884705556,706.0393051612406,43.96721125396202,312.0
0.0005,0.017969634286692602,0.5625,92.0,682.4246526072567,704.0,372.3802529247999
0.0225,0.008888577104650509,0.124875,632.0,706.0393051612406,825.0,312.0
0.003,0.0023884892230715596,1.55,528.0408725599874,706.0393051612406,263.26829835305006,312.0
0.001,0.00892969401591129,2.708625,459.39607591945094,704.7913183661132,825.0,291.9273992399496
0.002,0.005743871484887538,0.1875,528.0408725599874,706.0393051612406,846.2240662420006,312.5685369846253
0.16104999999999994,0.0003268385946375094,0.125,528.0408725599874,748.0408155340338,690.483559951188,312.0
0.0095,0.012760025251776755,0.0,461.0,704.7913183661132,11.249699290059958,293.7509847787374
0.0095,0.012760025251776755,0.0,461.0,704.8910496417623,11.249699290059958,293.7509847787374
0.026,0.004177668922283124,0.0375,528.0408725599874,705.8206103712024,697.5267834944049,312.0
0.002,0.005743871484887538,0.1875,528.0408725599874,706.0393051612406,846.2240662420006,312.0
0.209,0.002621980023882619,0.05,565.0979344310107,704.7913183661132,675.6935371358334,331.23476310168036
0.16104999999999994,0.0003268385946375094,0.125,528.0408725599874,748.0408155340338,690.483559951188,312.5685369846253
0.002,0.010161282912865914,0.125,528.5019878377518,706.0393051612406,540.0,312.0
