f1,f2,f3,x0,x1,x2,x3
0.0,0.008391860556832914,2.64,843.8037639242787,707.7613051149146,821.0,174.84988000329486
0.2295,0.0014605748343220655,0.0,923.1336210055177,704.534039563131,586.0,119.80241470768235
0.2295,0.0014605748343220655,0.0,923.1336210055177,704.6512777222406,586.0,119.80241470768235
0.1835,9.0001577034227e-05,0.55,227.3458845885224,707.0,3.9924722371310946,403.4114332406835
0.0005,0.048421988543974594,0.0,578.934681127392,678.0,802.0,329.18789359245574
0.0,0.008391860556832914,2.64,843.8037639242787,707.0,821.0,174.84988000329486
0.00025,0.016757025209554587,1.465,834.0,707.0,756.0,174.84988000329486
0.0015,0.002539135504137981,1.9025,834.0,707.5248011396327,282.0,174.84988000329486
0.0005,0.0062278043474171835,2.5,834.0,704.534039563131,132.65525433356183,154.0
0.0,0.02537249995158764,1.08625,891.0,707.5248011396327,714.330562204104,195.0
0.1835,9.0001577034227e-05,0.55,227.3458845885224,707.5248011396327,3.9924722371310946,403.6797173665179
0.00025,0.016757025209554587,1.465,834.0,707.7613051149146,756.0,174.84988000329486
0.023,0.03403593472365019,0.0,578.934681127392,694.0,586.0,329.18789359245574
0.056,0.03316928981416057,0.00375,216.87101761002282,704.534039563131,802.0,403.7545210613816
0.0835,0.010349276136127064,0.0,686.1420993229877,94.59044316258837,140.3690505146613,113.0
0.0015,0.002539135504137981,1.9025,834.0,707.2748640557771,282.0,174.84988000329486
0.0,0.02537249995158764,1.08625,891.0,707.2748640557771,714.330562204104,195.087335295174
0.0015,0.04332661695140745,0.0,578.934681127392,678.0,586.0,329.18789359245574
0.0,0.027398916198335132,0.3125,227.3458845885224,704.6512777222406,806.8179068491513,385.7494259955778
0.0005,0.040828159885341955,0.05,227.3458845885224,694.069190438574,680.0,404.38892285829957
0.03,0.022250747610222162,0.02375,630.0,678.0,282.0,278.0
0.1455,0.0003767629068927332,0.175,227.3458845885224,707.2764749473293,738.6149775695297,401.55665951249284
0.0665,0.0008552696794280058,0.4375,923.1336210055177,678.0,3.9924722371310946,119.80241470768235
0.06,0.018824356128349484,0.00375,216.87101761002282,704.534039563131,295.0,403.7545210613816
0.1455,0.0003767629068927332,0.175,227.3458845885224,707.2748640557771,738.6149775695297,401.55665951249284
0.0005,0.0062278043474171835,2.5,834.0,704.4529974501745,132.65525433356183,154.0
0.11,0.004608375962922019,0.0,923.1336210055177,678.0,802.2108321074552,119.80241470768235
0.0395,0.004493151604920778,0.06625,224.7601684875369,707.2748640557771,837.8204759825858,401.0
0.0,0.027398916198335132,0.3125,227.3458845885224,704.4529974501745,806.8179068491513,385.7494259955778
0.109,0.00959843878555112,0.0,923.1336210055177,678.0,586.0,119.80241470768235
0.06,0.018824356128349484,0.00375,216.87101761002282,704.4529974501745,295.0,403.7545210613816
0.0835,0.010349276136127064,0.0,686.1420993229877,94.59044316258837,140.3690505146613,113.86609637918066
0.0005,0.040828159885341955,0.05,227.3458845885224,694.069190438574,680.0,404.09377527774393
0.0355,0.00748219728591679,0.025,227.3458845885224,704.534039563131,709.6898544781981,400.0299160159139
0.015,0.026498643713706846,0.00875,216.87101761002282,704.534039563131,743.0,403.7545210613816
0.01,0.024350789426250283,0.015,227.3458845885224,678.0,120.66950519004592,400.0299160159139
0.0071499999999999776,0.00426426774230557,0.4,257.27745913833377,707.0,751.0,389.7574452029372
0.007850000000000022,0.0009946613962031258,0.125,257.27745913833377,707.2748640557771,751.0,401.0
0.0355,0.0016205652280643964,0.105,254.16329136322508,704.534039563131,837.8204759825858,401.0
0.0565,0.022930049610378152,0.00375,216.87101761002282,704.6512777222406,282.0,403.7545210613816
0.0045,0.005370748112498433,0.06625,224.39453337634464,704.6512777222406,837.8204759825858,401.0
0.02,0.023801789220688648,0.00875,216.87101761002282,707.0,743.0,403.7545210613816
0.015,0.026498643713706846,0.00875,216.87101761002282,704.4529974501745,743.0,403.7545210613816
0.0355,0.00748219728591679,0.025,227.3458845885224,704.534039563131,709.6898544781981,400.91039649930417
0.02,0.023801789220688648,0.00875,216.87101761002282,707.2748640557771,743.0054168264693,403.7545210613816
0.0395,0.004493151604920778,0.06625,224.7601684875369,707.0,837.8204759825858,401.0
0.01,0.024350789426250283,0.015,227.3458845885224,678.0,120.66950519004592,400.91039649930417
0.056,0.03316928981416057,0.00375,216.87101761002282,704.4529974501745,802.2108321074552,403.7545210613816
0.0071499999999999776,0.00426426774230557,0.4,257.27745913833377,707.7613051149146,751.0,389.7574452029372
0.064,0.005857417781631107,0.025,227.3458845885224,704.534039563131,709.6898544781981,401.55665951249284
0.017,0.005145134737091291,0.06625,224.39453337634464,704.4529974501745,755.436235264993,401.0
0.007,0.002984764653159006,1.08625,891.0,707.7613051149146,759.1524099616933,195.0
0.017,0.005145134737091291,0.06625,224.39453337634464,704.534039563131,755.436235264993,401.0
