day,date,breakfast,lunch,dinner,total_calories,total_price
1,2026-05-07,쉐프원 사누끼우동면 / 반달맛단무지 / 한수위 미니족발 / 뷰티 리얼 콜라겐 5000,"하이룰루 스,계 무스비(냉장) / 콥설러디 / 역전우동)김치우동컵 / 아이스 바닐라 라떼 미디엄",맨하지메 사누끼 우동 / 아지요카타이 돈코츠라멘 카고시마 / 진가 스시단무지 / 맥주효모 비오틴 10000,1993,24450
2,2026-05-08,핫)그릴드어니언핫도그 / 냉동 유부(60매) / 마이헬스 알부민진(眞),샷뽀로라멘 / 일식안심돈까스 / 역전우동)옛날우동컵 / 아메리카노 미디엄,파브리 셰프 풍기 버섯 크림 파스타 / 규슈 라멘(2인분) / 롯데리아 잠발라야소스,2105,23270
3,2026-05-09,치킨가라아게유부초밥 / 본고장 가쓰오우동 곱빼기 / 마니커 마파맵닭 / 고려홍삼액골드,돈카츠초밥캘리포니아롤 / 순살치킨 하프팩 (소스 미포함) / 치킨 가라아게,올특찬 닭살부추우동볶음 / 랩)체다치즈치킨너겟샐러드랩 / 샐)허니리코타치즈샐러드 / 세븐업골드,2048,41720
4,2026-05-10,츠쿠네산도 / 유부 / 찜닭,치킨가라아게유부초밥 / 크랩맛(味) 후레쉬 청크 / 그라브락스연어샐러디 / 이호푸드 유자차 (Honey Citron Tea),HB납작우동면 / 베지가든 두부너겟 / 굿뜨래 대추즙,2060,45240
5,2026-05-11,조르니키친 야심포차 오꼬노미야끼 / 스마일 포테이토-1000007595 / 남해 푸릇 고등어고로케 / 트루맘 뉴클래스 2,에그데리버거 / 춘자네 한우소머리 내장탕 / 해담 해산물 모듬장 / 아이스티(R),야끼소바빵st 치아바타 / 짱어네외가집추어탕 / 양념너겟(시즈닝미포함) / 베지밀 검은콩 저당 두유,2104,48500
6,2026-05-12,스키니루틴 오키바리 / 역전우동)김치우동컵 / 닭고기근대찹쌀죽밀키트(쌀제외) / 닥터디노 달여만든 도라지배즙,오코노미야끼st곡물볼 / 한우케일새송이죽 / 진가 스시단무지 / 한국배 주스 Korean Pear Juice,가쓰오 냉모밀 / 급식대가)한우육개장국밥 / 숙성담은 간장불고기,1950,28380
7,2026-05-13,불고기치즈버거 / 치킨마크니카레(본죽키즈) / 규슈 라멘(2인분) / 디카페인 아메리카노 라지,맨하지메 사누끼 우동 / 역전우동)옛날우동컵 / 일식안심돈까스 / 흑염소녹용골드프리미엄,스노우폭스촉촉규동 / 아지요카타이 돈코츠라멘 카고시마 / 원팬소고기스키야키,2041,78040
