day,date,breakfast,lunch,dinner,total_calories,total_price
1,2026-05-07,맨하지메 사누끼 우동 / 아지요카타이 돈코츠라멘 카고시마 / 역전우동)옛날우동컵 / 스프라이트(L),쉐프원 사누끼우동면 / 역전우동)김치우동컵 / 유부 / 카푸치노 미디엄,"하이룰루 스,계 무스비(냉장) / 일식안심돈까스 / 진가 스시단무지 / 그린팜 흑염소 진액",2012,38250
2,2026-05-08,돈카츠초밥캘리포니아롤 / 규슈 라멘(2인분) / 초록마을 모둠 조개탕,치킨가라아게유부초밥 / NEW)스모크치킨샐러드 / 새벽랜치 한돈 고추장불고기,야끼소바빵st 치아바타 / 반달맛단무지 / 크랩맛(味) 후레쉬 청크 / 예버 펀 논 알코홀릭,1968,34420
3,2026-05-09,샷뽀로라멘 / 원팬소고기스키야키 / 치킨 가라아게 / 프리마파베 블랑 드 블랑 스파클링 Non alcoholic,HB납작우동면 / 러브잇닭가슴살카레매운맛 / 냉동 유부(60매) / 딥브라운 콜드브루,츠쿠네산도 / 맛있닭 스팀 닭가슴살 마라맛 / 가벼운한끼샐러드 단호박&닭가슴살 / 스프라이트® 미디엄,1953,75540
4,2026-05-10,롯데)킹장우듬뿍참치김밥 / 해쉬 브라운 / 스프라이트(R),조르니키친 야심포차 오꼬노미야끼 / 치킨휠레2조각 (소스미포함) / 우리밀 깐쇼새우 / 황제흑삼정프리미엄,치킨가라아게유부초밥 / 고기덕후고추장삼겹 / 본고장 가쓰오우동 곱빼기 / 산가리아 라무네,1997,24100
5,2026-05-11,가쓰오 냉모밀 / 바로소고기미역국 / 남해 푸릇 고등어고로케 / 흑염소녹용골드프리미엄,오코노미야끼st곡물볼 / 싱싱)1990깐마늘120g / 샐)치킨브레스트햄,올특찬 닭살부추우동볶음 / 닭고기근대찹쌀죽밀키트(쌀제외) / 간장마늘치킨 / 프리미엄리얼콜라겐5200,1936,53080
6,2026-05-12,혜자로운매콤볶음우동정식 / 디아블로소스 / 유부 / 파머스알로에망고,납작복숭아베이스 / 역전우동)옛날우동컵 / 햇살닭 소스닭가슴살 블랙페퍼,그라브락스 연어 파스타 누들볼 / 일식안심돈까스 / 아지요카타이 돈코츠라멘 카고시마 / 맛있는 단팥차,1891,43420
7,2026-05-13,쉐프원 사누끼우동면 / 진가 스시단무지 / 규슈 라멘(2인분) / 뷰티 리얼 콜라겐 5000,불고기 샐러드 / 냉동 유부(60매) / 연잎통오리훈제 / 베지밀 검은콩 저당 두유,HB납작우동면 / 반달맛단무지 / 교촌 닭가슴살소시지 블랙페퍼 / 사이다(R),2007,24380
