day,date,breakfast,lunch,dinner,total_calories,total_price
1,2026-05-07,쉐프원 사누끼우동면 / 아지요카타이 돈코츠라멘 카고시마 / 본고장 가쓰오우동 곱빼기 / 스프라이트(L),"하이룰루 스,계 무스비(냉장) / 주)뉴리챔김치볶음 / 역전우동)옛날우동컵",맨하지메 사누끼 우동 / 일식안심돈까스 / 완벽한 간장닭갈비 덮밥.소스 / 세븐업골드,1993,24950
2,2026-05-08,돈카츠초밥캘리포니아롤 / 알라미피자치즈91 / 규슈 라멘(2인분) / 프리미엄리얼콜라겐5200,치킨가라아게유부초밥 / 반달맛단무지 / 계란찜 / 황실경흑고사향단VVIP,올특찬 닭살부추우동볶음 / 크랩맛(味) 후레쉬 청크 / 역전우동)김치우동컵 / 츄퍼 샤인 로제(CHOOPER SHINE ROSE),1995,43170
3,2026-05-09,샷뽀로라멘 / 치킨 가라아게 / 냉동 유부(60매) / 핑크 구아바 프루트 드링크,치킨가라아게유부초밥 / 유부 / 원팬소고기스키야키 / 명근당 프리미엄 흑염소 진액,HB납작우동면 / 진가 스시단무지 / 맛있닭 소스 통 닭가슴살 불고기 / 담데일리 알로에  콜라겐스틱,2026,72990
4,2026-05-10,가쓰오 냉모밀 / 삶은 팽이버섯 슬라이스(팽이버섯60함유) / 굴다리 김정배명인 백명란젓(냉동) / 프레시 콜드브루 에티오피아,오코노미야끼st곡물볼 / 통살가득 새우까스 / 햄샐러드 / 드립 커피 라지,황실명가 쑥 기정떡 / 마티황게장 / 신형만의 속풀리는 김치 칼국수 / 스프라이트® 미디엄,1999,24280
5,2026-05-11,야끼소바빵st 치아바타 / 청양마요소스 / 탈각새우 / 예버 펀 논 알코홀릭,츠쿠네산도 / 한우표고참나물죽 / 치킨휠레2조각 (소스미포함) / 위락,맨하지메 사누끼 우동 / 리얼 어니언링(R) / 아지요카타이 돈코츠라멘 카고시마 / 다나사과주스,2000,22860
6,2026-05-12,스노우폭스촉촉규동 / 그라브락스연어샐러디 / 용우동 고구마치즈돈까스 / 사이다(R),치즈와퍼주니어 / 역전우동)옛날우동컵 / 햄&포테이토샐러드 / 오트밀초코라떼B,쉐프원 사누끼우동면 / 샐)치킨브레스트햄 / 치즈토핑 / Sunkist석류,1994,28670
7,2026-05-13,자스민꿀차 음료 / 규슈 라멘(2인분) / 일식안심돈까스 / 흑염소녹용골드프리미엄,치킨가라아게유부초밥 / 샐)닭가슴살리코타샐러드 / 96칼집비엔나 / 도이 콜롬비아 디카페인,혜자로운매콤볶음우동정식 / 역전우동)김치우동컵 / 본고장 가쓰오우동 곱빼기 / 디카페인 아메리카노 미디움,1925,53520
