day,date,breakfast,lunch,dinner,total_calories,total_price
1,2026-05-07,치킨가라아게유부초밥 / 아지요카타이 돈코츠라멘 카고시마 / 냉동 유부(60매) / 예버 펀 논 알코홀릭,치킨가라아게유부초밥 / 진가 스시단무지 / 역전우동)옛날우동컵 / 녹용장어,맨하지메 사누끼 우동 / 유부 / 규슈 라멘(2인분) / 뷰티 리얼 콜라겐 5000,2217,31030
2,2026-05-08,츠쿠네산도 / 미소 국내산 고추장 제육불고기 / 디카페인 바닐라 라떼 M,돈카츠초밥캘리포니아롤 / 본고장 가쓰오우동 곱빼기 / 도)압도적뉴한돈김치제육 / 코카콜라(L),"하이룰루 스,계 무스비(냉장) / 삼배체굴로 만든 어리굴젓 / 풍미가득 한입동그랑땡 / CALOBYE퍼펙트파워쉐이크곡물맛",1977,23380
3,2026-05-09,참기름닭갈비 / 아질산나트륨 무첨가 약드부어스트 / 하이포크 동물복지 블랙페퍼 목살스테이크 / 산가리아 라무네,가쓰오 냉모밀 / 치킨 가라아게 / 마티황게장 / 바닐라 쉐이크 미디엄,쉐프원 사누끼우동면 / 역전우동)김치우동컵 / 파너 패션후르츠 음료(1L),1742,29670
4,2026-05-10,샷뽀로라멘 / 콩밭뜰 콩비지 / 오뚜기)살코기참치135g / 스프라이트(R),올특찬 닭살부추우동볶음 / 부드러운 닭가슴살 스테이크 오리지널 / 이베리코 100순종베요타 프랑크소시지 / 올라 120 아미노 3000 에너지젤 그린애플,HB납작우동면 / 급식대가)한우육개장국밥 / 반달맛단무지 / 아침애 찐 수정과,2013,23870
5,2026-05-11,스노우폭스촉촉규동 / 원팬소고기스키야키 / 치킨마크니카레(본죽키즈) / 윤성순장모님 생강차,조르니키친 야심포차 오꼬노미야끼 / 크랩맛(味) 후레쉬 청크 / 남해 푸릇 고등어고로케 / 디펜시아 HT009,야끼소바빵st 치아바타 / 급식대가)카라멜멸치조림 / 도이 콜롬비아 디카페인,1966,122560
6,2026-05-12,오코노미야끼st곡물볼 / 진가 스시단무지 / 사골진곰탕 / 홉 콤부차 루시 자몽,혜자로운매콤볶음우동정식 / 규슈 라멘(2인분) / 아지요카타이 돈코츠라멘 카고시마 / 디카페인 아메리카노 라지,치킨가라아게유부초밥 / 역전우동)옛날우동컵 / 냉면무김치 / 프리마파베 블랑 드 블랑 스파클링 Non alcoholic,2372,47440
7,2026-05-13,맨하지메 사누끼 우동 / 유부 / 일식안심돈까스 / 한국배 주스 Korean Pear Juice,쌀 유산균 바게트 / 교동전선생 한돈등심 콕콕박힌 김치전(냉장) / 냉동 유부(60매) / 쏘굿 아몬드 오리지널,무화과깜빠뉴발효빵 / 크리미양념소스 / 병천아우내순대국 / 맛있는 단팥차,2006,24240
