f1,f2,x0,x1,x2,x3
0.0036196505174741415,0.2375,562.0,746.0,229.49405671482754,3.396101947062
0.0036196505174741415,0.2375,562.0,746.8008951117207,229.49405671482754,3.396101947062
0.02906656454944293,0.0,515.0,751.3383394551281,116.50925308930584,301.0
0.0036196505174741415,0.2375,562.0,746.0,229.49405671482754,3.1531430581771644
0.008098494663750825,0.0475,944.3592651216668,391.0,391.1501567659529,210.41104822133371
0.0036196505174741415,0.2375,562.0,746.8008951117207,229.49405671482754,3.1531430581771644
0.003479755303754819,1.5975,537.0,746.8008951117207,388.0,79.14666685230056
0.003479755303754819,1.5975,537.0,746.0,388.0,79.14666685230056
0.0036196505174741415,0.2375,562.0,746.8008951117207,229.49405671482754,3.4963265613642482
0.0036196505174741415,0.2375,562.0,746.0,229.49405671482754,3.4963265613642482
0.0036196505174741415,0.2375,562.0,746.8008951117207,229.49405671482754,3.286421697775279
0.0036196505174741415,0.2375,562.0,746.0,229.49405671482754,3.286421697775279
0.010859043806216983,0.0125,650.4014438681137,705.0,386.58062441829213,19.014076261184464
0.010859043806216983,0.0125,650.4014438681137,705.0,386.58062441829213,19.669431491180777
0.010859043806216983,0.0125,650.6067837143529,705.0,386.58062441829213,19.38952297322804
0.010859043806216983,0.0125,650.4014438681137,705.0,386.58062441829213,19.38952297322804
0.010859043806216983,0.0125,650.0597367344592,705.0,386.58062441829213,19.38952297322804
0.010859043806216983,0.0125,650.4014438681137,705.0,386.58062441829213,19.366321264061334
