f1,f2,x0,x1,x2,x3
0.014295248902048807,0.00125,732.4462940762835,694.0,828.1748768649078,228.0
0.014295248902048807,0.00125,732.4462940762835,694.9939688948941,828.1748768649078,228.0
0.007205531315624448,0.1,683.6209702468781,694.9939688948941,828.1748768649078,188.54637024093415
0.007205531315624448,0.1,683.6209702468781,694.0,828.1748768649078,188.54637024093415
0.013800633950088658,0.025,577.5737301163292,678.0,810.5676161289535,229.27674471225242
0.008018496315475016,0.0675,677.8996152494655,678.0,580.0,188.54637024093415
0.013800633950088658,0.025,577.5737301163292,678.0,810.026321641469,229.27674471225242
0.013800633950088658,0.025,577.8174482232995,678.0,810.5676161289535,229.27674471225242
0.013800633950088658,0.025,577.8174482232995,678.0,810.026321641469,229.27674471225242
0.014295248902048807,0.00125,732.4462940762835,694.9939688948941,828.1748768649078,228.66205393405582
0.014295248902048807,0.00125,732.4462940762835,694.0,828.1748768649078,228.66205393405582
0.007205531315624448,0.1,683.6209702468781,694.0,828.9282158830858,188.54637024093415
0.007205531315624448,0.1,683.6209702468781,694.9939688948941,828.9282158830858,188.54637024093415
0.014295248902048807,0.00125,732.4462940762835,694.0,828.9282158830858,228.0
0.00580118086216584,0.425,616.5158136050134,678.0,836.1312821783907,178.60378869573066
0.014295248902048807,0.00125,732.4462940762835,694.0,828.9282158830858,228.66205393405582
0.00580118086216584,0.425,616.5158136050134,678.0,836.3167690433164,178.60378869573066
0.00580118086216584,0.425,616.5158136050134,678.0,836.4292943499065,178.60378869573066
0.014295248902048807,0.00125,732.4462940762835,694.9939688948941,828.9282158830858,228.0
0.014295248902048807,0.00125,732.4462940762835,694.9939688948941,828.9282158830858,228.66205393405582
0.02377681773695703,0.0,677.8996152494655,694.9939688948941,830.4091605266112,206.86448149256034
0.02377681773695703,0.0,677.8996152494655,694.0,830.0397802412368,206.86448149256034
0.02377681773695703,0.0,677.8996152494655,694.0,830.4091605266112,206.86448149256034
0.02377681773695703,0.0,677.8996152494655,694.0,830.4360069642167,206.86448149256034
0.02377681773695703,0.0,677.8996152494655,694.9939688948941,830.4360069642167,206.86448149256034
0.02377681773695703,0.0,677.8996152494655,694.9939688948941,830.0397802412368,206.86448149256034
0.014295248902048807,0.00125,732.4462940762835,694.9939688948941,828.2946538732872,228.0
