f1,f2,x0,x1,x2,x3
0.0059731317581097065,0.0,941.5295620108113,715.4432369107345,693.0,151.11910810784494
0.0059731317581097065,0.0,941.0,715.4432369107345,693.0,151.11910810784494
0.004698770916792362,0.2125,941.0,361.40856096482236,744.0142108537129,88.55845781042481
0.0059731317581097065,0.0,941.7187578846948,715.4432369107345,693.0,151.11910810784494
0.004698770916792362,0.2125,941.5801544838139,361.40856096482236,744.0142108537129,88.55845781042481
0.004698770916792362,0.2125,941.0,361.40856096482236,744.0142108537129,88.33089462369189
0.0059731317581097065,0.0,941.5295620108113,715.4432369107345,693.0,151.7100655615108
0.004698770916792362,0.2125,941.0,361.7681033608378,744.0142108537129,88.55845781042481
0.0059731317581097065,0.0,941.9566403745582,715.4432369107345,693.0,151.11910810784494
0.0059731317581097065,0.0,941.5295620108113,715.4432369107345,693.0,151.50228652866355
0.0059731317581097065,0.0,941.646002430634,715.4432369107345,693.0,151.11910810784494
0.004698770916792362,0.2125,941.5801544838139,361.7681033608378,744.0142108537129,88.55845781042481
0.004698770916792362,0.2125,941.0,361.7681033608378,744.0142108537129,88.33089462369189
0.004698770916792362,0.2125,941.1732288365719,361.7681033608378,744.0142108537129,88.55845781042481
0.004698770916792362,0.2125,941.3833954720939,361.40856096482236,744.0142108537129,88.55845781042481
0.004698770916792362,0.2125,941.1732288365719,361.40856096482236,744.0142108537129,88.55845781042481
0.004698770916792362,0.2125,941.3833954720939,361.7681033608378,744.0142108537129,88.55845781042481
