day,date,breakfast,lunch,dinner,total_calories,total_price
1,2026-05-07,마라탕면 / 오뚜기)짜슐랭컵 / 유산슬 / 궁보천,분모자 / 오즈키친 정통 직화 유니짜장 / 사천왕)마라탕면(소컵),순한마파두부소스 세트(W) / 델리츠 통새우 멘보샤 (삼각) / 그라브락스연어샐러디,1993,29870
2,2026-05-08,용찰당면(13K) / 그물망짜조 / 열혈주방 화끈큐브불족발 / 프리미엄리얼콜라겐5200,일품당면 / 국밥킹 (세절)전통순대 / 췌야츠 향라수니우두 / 스프라이트® 미디엄,차알중화면 / 연잎통오리훈제 / 아이스티(R),2259,19640
3,2026-05-09,새우하오카오 / 묵은지닭볶음탕 / 이연복 셰프의 새우 야채춘권(새우29함유) / 아메리카노 미디엄,데리버거 / 오즈키친 정통 직화 유니짜장 / 우삼겹 스프카래 / 스프라이트(L),마라고추잡채와꽃빵 / 사랑해어 부산에서 온 천일염 옥돔 / 맛있닭 소스 통 닭가슴살 불고기 / 산들해블루베리원액골드,1908,28640
4,2026-05-10,홍콩식에그누들볶음면 / 하림이닭x동대문엽기떡볶이 소스 잘 먹은 닭다리살 마라맛 / 바로소고기미역국 / 미닛메이드 오렌지,오토셰프 짜장면 / 냉면무김치 / 로스트닭다리살샐러디 / 뉴케어 칼로리1.5 완전균형영양식 267,캐릭터분모자(냉동식품) / 중국식 육즙 군만두 / 하몽 세라노 햄 [677290] / 베러하루 양배추 하루영양즙,2001,24160
5,2026-05-11,온니중화면 / 콥설러디 / 슈슈당 새우쇼마이 / 바리스타 골드 밀크,23cm한번자른당면 / 미소 국내산 고추장 제육불고기 / 시그니처 슬라이스 닭다리살 투움바소스 / 비소라 시그니처 블렌드 콜드브루 썬라이트,맥스파이시 상하이버거 세트 / 냉동원팩마라탕 / 찜닭 / 오피오 애플&피치 스파클링 드링크,2014,49670
6,2026-05-12,마라탕면 / 부드러운 닭가슴살 스테이크 오리지널 / 사천왕)마라탕면(소컵) / 디카페인 아메리카노 미디움,고단백 컵누들 마라샹궈맛 / 오뚜기)짜슐랭컵 / 녹색한우나주곰탕 / 궁보천,핫앤쿡매콤짜장비빔밥 / 유산슬 / 초록마을 모둠 조개탕 / 예버 펀 논 알코홀릭,2068,30940
7,2026-05-13,팬싯칸톤 차우멘 오리지널향 / 교촌 닭가슴살소시지 블랙페퍼 / 그물망짜조 / 뷰티 리얼 콜라겐 5000,용찰당면(13K) / 알래스칸의 비밀 수제집맛 어묵바 콘치즈 / 델리츠 통새우 멘보샤 (삼각) / 사이다(L),순한마파두부소스 세트(W) / 맛있닭 스팀 닭가슴살 마라맛 / 췌야츠 향라수니우두 / 1A등급우유,2008,24220
