day,date,breakfast,lunch,dinner,total_calories,total_price
1,2026-05-07,마라탕면 / 오뚜기)짜슐랭컵 / 유산슬 / 궁보천,분모자 / 오즈키친 정통 직화 유니짜장 / 사천왕)마라탕면(소컵) / 아메리카노 미디엄,마라고추잡채와꽃빵 / 델리츠 통새우 멘보샤 (삼각) / 프리미엄 아르기닌 7000 파워맥스,2089,29870
2,2026-05-08,일품당면 / 중국식 육즙 군만두 / 한수위 미니족발 / 디카페인 아메리카노 미디움,용찰당면(13K) / 완벽한 간장닭갈비 덮밥.소스 / 췌야츠 향라수니우두 / 뷰티 리얼 콜라겐 5000,온니중화면 / 그물망짜조 / 이연복 셰프의 새우 야채춘권(새우29함유) / 베지밀 검은콩 저당 두유,2091,41600
3,2026-05-09,알리오올리오볶음밥과어향치킨 / 하몽 세라노 햄 [677290] / 찜닭 / 알부민 맥스 99,23cm한번자른당면 / 춘자네 한우소머리 내장탕 / 정도원 얼음골 사과즙,팬싯칸톤 차우멘 오리지널향 / New 머스타드소스 / 오뚜기)살코기참치135g / 고려6년근 홍삼진액,2009,24220
4,2026-05-10,차알중화면 / 닭가슴살 프랑크 스파이시꼬치 / 김)오일컷담백참치마요 / 연세백세자색양배추,홍콩식에그누들볶음면 / 한림육가 돼지갈비찜 / 무뼈닭발 / 스프라이트® 미디엄,새우하오카오 / 매콤한돈김치제육 / 홈스밀 마라부대찌개 / 프루트바 유기농과일 주스 3421,1996,23940
5,2026-05-11,순한마파두부소스 세트(W) / 한우돈마루 한우우족탕(멸균) / 고기덕후고추장삼겹 / 스프라이트® 라지,핫앤쿡매콤짜장비빔밥 / 유산슬 / 디카페인 아이스 카페 라떼 미디움,찬타분라이스스틱 / 오즈키친 정통 직화 유니짜장 / 강황닭가슴살미니볼&통귀리샐러드 / 황제흑삼정프리미엄,1982,32300
6,2026-05-12,폴드포크샌드위치 / 델리츠 통새우 멘보샤 (삼각) / 궁보천,짜장덮밥 / 랍스터단호박샐러드 / 오뚜기)짜슐랭컵 / 그린팜 흑염소 진액,오토셰프 짜장면 / 슈슈당 새우쇼마이 / 굴다리 김정배명인 백명란젓(냉동) / 마르니스 디카페인 블랜딩 콜드브루,1998,62960
7,2026-05-13,캐릭터분모자(냉동식품) / 이연복 셰프의 새우 야채춘권(새우29함유) / 그물망짜조 / 춘식이 고구마우유,마라고추잡채와꽃빵 / 췌야츠 향라수니우두 / 중국식 육즙 군만두 / 산들해블루베리원액골드,포크플레이트 / 한우케일새송이죽 / 사천왕)마라탕면(소컵) / 아이스티 복숭아맛 (500),1874,42080
