day,date,breakfast,lunch,dinner,total_calories,total_price
1,2026-05-07,72시간 저당 컨트리 통밀 슬랩 하프 / 오즈키친 정통 직화 유니짜장 / 유산슬 / 궁보천,팬싯칸톤 차우멘 오리지널향 / 췌야츠 향라수니우두 / 초조반상 단호박죽 / 스프라이트(L),순한마파두부소스 세트(W) / 그물망짜조 / 사천왕)마라탕면(소컵) / 오트몬드프로틴ZEROSUAR쿠키앤크림,2007,25890
2,2026-05-08,새우하오카오 / 델리츠 통새우 멘보샤 (삼각) / 베지밀 검은콩 저당 두유,용찰당면(13K) / 중국식 육즙 군만두 / 그라브락스연어샐러디,분모자 / 오뚜기)짜슐랭컵 / 냉동원팩마라탕 / 스프라이트(R),2051,43800
3,2026-05-09,핫앤쿡매콤짜장비빔밥 / 콥설러디 / 마이비밀클린데이밀단호박닭가슴살스테이크 / 메리 베리 맥피즈 스프라이트 L,홍콩식에그누들볶음면 / 리얼 어니언링(R) / 간장마늘치킨 / 사이다(L),마라탕면 / 청양마요소스 / 직화돈육볶음 / 세븐업골드,2007,24090
4,2026-05-10,차알중화면 / 오뚜기)살코기참치135g / 계란말이,마라고추잡채와꽃빵 / 열혈주방 화끈큐브불족발 / 명품한우 도가니탕 / 커피빈 바닐라라떼,온니중화면 / 아질산나트륨 무첨가 약드부어스트 / 급식대가)강릉짬뽕순두부 / 아침콜,2010,24030
5,2026-05-11,일품당면 / 강황닭가슴살미니볼&통귀리샐러드 / 샐)쉬림프에그샐러드 / 사이다(R),고단백 컵누들 마라샹궈맛 / 춘자네 한우소머리 내장탕 / 슈슈당 새우쇼마이 / 피치 아이스티 M,비프스튜파스타 / 주)뉴리챔김치볶음 / 췌야츠 향라수니우두 / 정도원 얼음골 사과즙,1975,36610
6,2026-05-12,23cm한번자른당면 / 오즈키친 정통 직화 유니짜장 / 이연복 셰프의 새우 야채춘권(새우29함유) / 트루맘 뉴클래스 2,비상식량2식단제육비빔밥 / 완벽한 간장닭갈비 덮밥.소스 / 한수위 미니족발 / 레몬에이드(R),찬타분라이스스틱 / 유산슬 / 그물망짜조 / 디카페인 아메리카노 라지,2254,52650
7,2026-05-13,캐릭터분모자(냉동식품) / 델리츠 통새우 멘보샤 (삼각) / 오뚜기)짜슐랭컵 / 아메리카노 미디엄,오토셰프 짜장면 / 헬스파워 촉촉닭가슴살 / 부장의맛 특얼큰돼지국밥,순한마파두부소스 세트(W) / 냉동염지 윙 / 사천왕)마라탕면(소컵) / 궁보천,2162,27730
