day,date,breakfast,lunch,dinner,total_calories,total_price
1,2026-05-07,새우하오카오 / 오즈키친 정통 직화 유니짜장 / 췌야츠 향라수니우두 / 코카콜라(L),분모자 / 유산슬 / 오뚜기)짜슐랭컵 / 궁보천,마라탕면 / 중국식 육즙 군만두 / 하몽 세라노 햄 [677290],1949,27040
2,2026-05-08,용찰당면(13K) / 델리츠 통새우 멘보샤 (삼각),순한마파두부소스 세트(W) / 냉동원팩마라탕 / 사천왕)마라탕면(소컵) / 스프라이트(L),마라고추잡채와꽃빵 / 알라미피자치즈91 / 3XL청양참치김치 / 아침콜,2027,41620
3,2026-05-09,차알중화면 / 안동찜닭 / 정성담은 학센 / 바리스타 골드 밀크,핫앤쿡매콤짜장비빔밥 / 하림이닭x동대문엽기떡볶이 소스 잘 먹은 닭다리살 마라맛 / 그물망짜조 / 아이스카페라떼(살균우유),일품당면 / 대구지리탕,1857,24770
4,2026-05-10,온니중화면 / 파파쿡감자탕 / 맛있닭 스팀 닭가슴살 마라맛 / 스프라이트® 미디엄,23cm한번자른당면 / 커클랜드 시그니춰 유기농 믹스 베지터블 (1215098) / 슈슈당 새우쇼마이 / 아이스티(R),홍콩식에그누들볶음면 / 사랑해어 부산에서 온 천일염 옥돔 / 병천아우내순대국 / 아나수 애플사이다비니거 비타민열매,1818,35900
5,2026-05-11,오토셰프 짜장면 / 유산슬 / 오즈키친 정통 직화 유니짜장 / 자연에온석류즙,새우하오카오 / 병천식 순댓국 / 하이포크 동물복지 블랙페퍼 목살스테이크(F) / 뉴케어 칼로리1.5 완전균형영양식 267,찬타분라이스스틱 / 굴다리 김정배명인 백명란젓(냉동) / 아침애 찐 수정과,1794,31190
6,2026-05-12,밀떡볶이떡(냉동) / 부드러운 닭가슴살 스테이크 오리지널 / 사천왕)마라탕면(소컵),"고단백 컵누들 마라샹궈맛 / 냉동새우살(흰다리새우,자숙,꼬리포함) / 중국식 육즙 군만두 / 딥브라운 콜드브루",캐릭터분모자(냉동식품) / 오뚜기)짜슐랭컵 / 알곤이장칼국수 / 궁보천,2020,31310
7,2026-05-13,마라탕면 / 이연복 셰프의 새우 야채춘권(새우29함유) / 샐)바질리코타샐러드 / 스프라이트® 라지,마라고추잡채와꽃빵 / 주)뉴압도적마늘제육깻잎 / 바르닭 소스품은 닭가슴살볼 매콤찜닭맛 / 파너 패션후르츠 음료(1L),팬싯칸톤 차우멘 오리지널향 / 췌야츠 향라수니우두 / 로티셰리바비큐치킨샐러드 / 뷰티 리얼 콜라겐 5000,2004,29280
