f1,f2,f3,x0,x1,x2,x3
0.353,0.0022002619212953692,0.235,438.0,706.0,707.0,382.0
0.01,0.04004150252771806,0.002,702.0,394.0,678.0,248.73919235990166
0.1135,0.010193237425558279,0.025,648.7086114286658,543.0,678.0,405.0
0.0015,0.008671777865291226,0.05,67.0,798.0,707.0,52.0
0.006,0.026906085743291563,0.00625,640.0,609.0,678.0,178.57254730682388
0.4385,0.01114556768558032,0.0175,689.0,828.0,632.0,400.0
0.0,0.030259290804421458,0.00625,640.0,528.0,678.0,178.57254730682388
0.058700000000000044,0.03632586397769358,0.0,727.0169931444992,704.0,675.6955877477776,192.0
0.1525,0.0006775184601032112,1.0,640.0,611.0655118656964,707.0,178.57254730682388
0.4845,0.012182527232821325,0.00625,657.4791405376329,528.0,727.2693131108635,59.0
0.003,0.0030641414005737593,0.1875,640.0,678.0,204.0,178.57254730682388
0.595,0.004261804815413995,0.00625,657.4791405376329,528.0,514.0380537129168,59.0
0.0605,0.003432306283102707,0.075,861.0,543.0,704.868342808508,29.0
0.001,0.0007444010385570302,0.425,657.4791405376329,543.0,678.0,59.0
0.0005,0.02188397514180564,0.3,520.5769474756925,543.0,678.0,243.0
0.4905,0.007405494324711888,0.02875,3.6554718527834282,704.0,707.0,68.0
0.589,0.007822467389153171,0.00625,657.4791405376329,609.0,514.0,59.0
0.589,0.007822467389153171,0.00625,657.4791405376329,609.0,514.0380537129168,59.0
0.0,0.030259290804421458,0.00625,640.0,678.0,528.7419621106776,178.57254730682388
0.442,0.007043732124936991,0.05,689.0,720.3921129850293,828.0,400.0
0.001,0.012268732780455857,0.025,648.8779889501072,543.0,704.868342808508,69.99235049830457
0.0,0.01175453769107281,0.3875,673.4847354955523,543.0,678.0,394.0
0.4785,0.012746814485056596,0.00625,657.4791405376329,609.0,727.2693131108635,59.0
0.621,0.0067137628022342286,0.0025,4.085560912236495,166.0,727.2693131108635,7.2170818837087625
0.5125,0.009636853739471596,0.00625,640.1667803510595,609.0,514.0380537129168,59.0
0.595,0.004261804815413995,0.00625,657.4791405376329,528.0,514.0,59.0
0.0565,0.010600574464987803,0.04625,908.0,704.0,593.545933819415,13.034167909662617
0.113,0.013117611182608074,0.0,4.085560912236495,704.0,735.5169809592875,8.638374722222778
0.6185,0.01243746428561769,0.0025,4.085560912236495,166.0,727.2693131108635,3.1381736475055533
0.007,0.004227245880173616,0.15,748.0,809.8577261617527,704.868342808508,192.0
0.0265,0.0029646900295756846,0.125,4.085560912236495,706.0,706.0,7.2170818837087625
0.001,0.05368109386778511,0.0,748.0,690.1876655495587,707.0,192.0
0.0007000000000000454,0.00899487228685206,1.2,723.0,809.8577261617527,707.0,63.262863114716716
0.053700000000000046,0.033258267573935386,0.00125,727.0169931444992,704.0,661.441515427084,192.0
0.5125,0.009636853739471596,0.00625,640.1667803510595,609.0,514.0,59.0
0.16179999999999994,0.01310232390347686,0.00125,727.0169931444992,706.0,661.441515427084,192.0
0.406,0.0015506697843676231,0.175,689.0,686.9856348708515,828.0,401.7596113772912
0.0135,0.03674553522024199,0.0,428.0,653.0,712.4855509019816,167.0
0.0075,0.048650039208076576,0.0,520.5769474756925,690.1876655495587,678.0,229.49363958885905
