day,date,breakfast,lunch,dinner,total_calories,total_price
1,2026-05-07,삼각)참치김치볶음밥 / 교촌 닭가슴살소시지 블랙페퍼 / 냉동 매운오징어바어묵 / 스프라이트(R),주)압도적태양초전주비빔 / 정성온 딱 한끼 부대찌개 / 더반찬 새알심 팥죽 / 꿀청귤차,풀)스팸김치볶음밥 / 닭가슴살 굴림만두 갈비맛 / 튼튼멸치볶음 / 그린팜 흑염소 진액,2001,24030
2,2026-05-08,그린)NEW참치김치볶음밥삼각 / 더커진묵은지참치볶음 / 쌀눈 참전복죽 / 쌍화차,하츄핑의소시지김밥 / 치즈폭탄직화불닭 / 삼각)소고기볶음고추장 / 흑염소녹용골드프리미엄,햄참치마요삼각 / 괌)스팸참치마요 / 풍미가득 한입동그랑땡 / 조남상용문산야생산더덕진액,2133,30340
3,2026-05-09,에그마요묵은지김밥 / 절단손질꽃게 / 짜먹는 맥문동 호박죽 / 사이다(L),삼영특판도시락 / 압도적플러스치즈계란 / 노브랜드 간편미역국 / 스프라이트(L),휴게소핫바김밥 / 바다 한그릇 장어탕 / 너구리큰사발면 / 파스쿠찌 돌체라떼,2056,21880
4,2026-05-10,계란진미채김밥 / 3XL청양참치김치 / 권할머니 흑염소 진액 / 코카콜라(L),쓰리미엔라면(새우맛) / 콥설러디 / 스위시삼총사3p / 녹용 동충하초,주)3XL콘참치마요삼각 / 명란마요 / 닭고기비타민단호박죽밀키트 / 스프라이트® 라지,1949,26260
5,2026-05-11,참치마요삼각김밥 / 풀)전주비빔참치마요 / 바삭)날치알참치마요 / 식스파머스 모과 생강차 진액,참치김치듬뿍김밥 / 영양반찬버섯치즈계란볶음 / 단단하고 고소한 국산콩 맷돌두부 / 프리미엄리얼콜라겐5200,뉴전주비빔삼각김밥 / 자연드림라면컵 / 나마늘위한돼지갈비 / 디카페인 아메리카노 미디움,1949,23720
6,2026-05-12,풀)감자탕볶음밥 / 오밀당 통단팥죽 / 짱구)짱구는왕배불러라면 / 아이스티(R),불닭치킨마요 / 매콤한제육볶음삼각 / 주)3XL베이컨참치마요 / 도이 콜롬비아 디카페인,더빅참치마요삼각김밥 / 치킨시저볼샐러드 / 주)압도적리치참치마요 / 레어 콜드브루 샷커피,2204,25140
7,2026-05-13,쟌슨빌소시지김밥 / 초당옥수수죽 / 교촌 닭가슴살소시지 블랙페퍼 / 바닐라 라떼 라지,참치마요꼬마김밥 / 오리지널열불라면 / 즉석삼치구이 / 다시맛난과채 This is 칠칙칡,삼각)스팸마요김치볶음밥1 / 한우 사골곰탕 / 초조반상 단호박죽 / 피치 아이스티 L,2008,33820
