day,date,breakfast,lunch,dinner,total_calories,total_price
1,2026-05-07,쓰리미엔라면(새우맛) / 남도 사각어묵(냉동) / 괌)스팸참치마요 / 남양 아인슈타인,불닭치킨마요 / 3XL청양참치김치 / 풍미가득 한입동그랑땡 / 조남상용문산야생산더덕진액,그린)NEW참치김치볶음밥삼각 / 삼각)소고기볶음고추장 / 노브랜드 간편미역국,1979,27100
2,2026-05-08,주)3XL콘참치마요삼각 / 치즈폭탄직화불닭 / 풀)전주비빔참치마요 / Maxim 모카골드 마일드 커피믹스,주)압도적태양초전주비빔 / 스위시삼총사3p / 정성온 딱 한끼 부대찌개 / 뷰티 리얼 콜라겐 5000,쟌슨빌소시지김밥 / 삶은 소깐양 / 교촌 닭가슴살소시지 블랙페퍼 / 쌍화차,2294,19230
3,2026-05-09,뉴전주비빔삼각김밥 / 더커진묵은지참치볶음 / 애호박감자수수죽밀키트 / 스프라이트(L),롯데)비빔참치마요삼각김밥 / 절단손질꽃게 / 압도적플러스치즈계란 / Dole복숭아,전주비빔가득김밥 / 짜먹는 맥문동 호박죽 / 오리지널열불라면,1923,27050
4,2026-05-10,휴게소핫바김밥 / 자연드림라면컵 / 매콤한제육볶음삼각 / 다시맛난과채 This is 칠칙칡,삼각)스팸마요김치볶음밥1 / 주)압도적리치참치마요 / 쌀눈 참전복죽 / 디카페인 아이스 카페 라떼 미디움,진미채김밥 / 돈또니 깜장고기 / 닭가슴살 굴림만두 갈비맛 / 야미대추방울토마토(청포도향),2015,33390
5,2026-05-11,햄참치마요삼각 / 너구리큰사발면 / 튼튼멸치볶음 / 진심을담은칡즙100,전주비빔참치마요삼각김밥 / 한우탕 / 주)3XL바싹제육불고기 / 연세백세자색양배추,김치참치대왕마끼 / 부담없는 한끼 오트 소고기 미역죽 / 비건 저키 스파이시 / 세븐업골드,2099,26090
6,2026-05-12,에그마요묵은지김밥 / 오징어소면 / 계란말이 / 시칠리아 오렌지 주스,햄에그김치김밥 / 오밀당 통단팥죽 / NEW)케이준치킨샐러드 / 스프라이트(R),삼각)참치김치볶음밥 / 초조반상 단호박죽 / 해뜨락 담백한두부 / 환타® 미디엄,1882,22280
7,2026-05-13,풀)스팸김치볶음밥 / 사골 우거지국 / 고추참치마요 / 꿀청귤차,참치마요삼각김밥 / 즉석삼치구이 / 시금치크림소스치킨구이 세트 / 사이다(R),고추장제육삼각김밥 / 바삭)날치알참치마요 / 한우수수감자양파죽밀키트 / 베지밀 검은콩 저당 두유,2041,25790
