day,date,breakfast,lunch,dinner,total_calories,total_price
1,2026-05-07,참치마요듬뿍김밥 / 3XL청양참치김치 / 삼각)소고기볶음고추장,주)통리챔참치마요밥바 / 노브랜드 간편미역국 / 해뜨락 담백한두부 / 꿀청귤차,잔멸치순두부채소죽밀키트(쌀제외) / 교촌 닭가슴살소시지 블랙페퍼 / 튼튼멸치볶음 / 피치 아이스티 M,2008,24030
2,2026-05-08,쓰리미엔라면(새우맛) / 우럭&열기구이 / 한우 사골곰탕,전주비빔참치마요삼각김밥 / 시금치크림소스치킨구이 세트 / 오징어소면 / 레몬에이드(R),참치마요꼬마김밥 / 돈또니 깜장고기 / 절단손질꽃게 / 쌍화차,2000,24160
3,2026-05-09,전주비빔가득김밥 / 쌀눈 참전복죽 / 너구리큰사발면 / 논7,그린)스팸김치볶음밥삼각 / 스위시삼총사3p / 더커진묵은지참치볶음,참치마요삼각김밥 / 괌)스팸참치마요 / 닭가슴살 굴림만두 갈비맛 / 코카콜라(L),1998,24610
4,2026-05-10,불닭치킨마요 / 명란마요 / 주)압도적리치참치마요 / 디카페인 아메리카노 미디움,그린)NEW참치김치볶음밥삼각 / 풀)전주비빔참치마요 / 비건 저키 스파이시 / 기꼬만 바나나맛 두유 200,주)3XL콘참치마요삼각 / 짜먹는 맥문동 호박죽 / 치즈폭탄직화불닭 / 남양 아인슈타인,1989,28070
5,2026-05-11,하츄핑의소시지김밥 / 정성온 딱 한끼 부대찌개 / 뜨레봄유기농브로콜리스프 / 다다이차 꿀떨어지는 도라지,햄참치마요삼각 / 직화돈육볶음 / 선지해장국 / 스프라이트® 라지,뉴전주비빔삼각김밥 / 초록눈새우들깨죽 / 오리지널열불라면 / 조남상용문산야생산더덕진액,2041,28920
6,2026-05-12,삼각)참치김치볶음밥 / 한우수수감자양파죽밀키트 / 초당옥수수죽 / 다시맛난과채 This is 칠칙칡,풀)감자탕볶음밥 / 고추참치마요 / 풍미가득 한입동그랑땡 / 산가리아 마로야카 멜론밀크맛,계란진미채김밥 / 자연드림라면컵 / 스지수육 / 베지밀 검은콩 저당 두유,2143,36010
7,2026-05-13,콩국수용분말 / 목포세발낙지초무침 / 갓김치고등어조림 세트 / 환타® 미디엄,삼각)스팸마요김치볶음밥1 / 초조반상 단호박죽 / 당면어묵 / 쌍화차,휴게소핫바김밥 / 닭고기비타민단호박죽밀키트 / 압도적플러스치즈계란,2070,26220
