f1,f2
0.002016186912530693,0.0
0.002016186912530693,0.0
0.002016186912530693,0.0
0.0003896987033752145,0.7
0.0003896987033752145,0.7
0.001076530742274596,0.4375
0.001076530742274596,0.4375
0.001076530742274596,0.4375
