day,date,breakfast,lunch,dinner,total_calories,total_price
1,2026-05-07,BHC)뿌링치킨피자 / 반숙계란 토핑 / 후렌치 후라이 스몰 / 아이스카페라떼(살균우유),화이버파스타 스파게티 / 마이비밀클린데이밀단호박닭가슴살스테이크 / 해쉬 브라운 / 뷰티 리얼 콜라겐 5000,에그데리버거 / 비프패티토핑 / 치킨 라타투이,1996,23750
2,2026-05-08,델루카파스타푸실로니 / 통오징어링 / 크리미마늘소스 / 아이스 드립 커피 (시럽없음) 라지,콘치즈칠리버거 / 롱치즈스틱 / 화이어윙2조각 / 프리마파베 블랑 드 블랑 스파클링 Non alcoholic,치즈버거 / 바삭킹2조각 / 맥너겟® 4조각 / 명근당 프리미엄 흑염소 진액,2000,23870
3,2026-05-09,펜네 지티 리가떼 / 칠리마요소스 / 소스퐁닭 토마토살사 / 담데일리 알로에  콜라겐스틱,삼색 푸실리 프리마베라 / NEW)케이준치킨샐러드 / 양념감자(시즈닝미포함) / 남양 아인슈타인,BBQ스테이크 버거 / 동원 노르웨이 훈제연어 슬라이스 / 치즈시즈닝 / 마이헬스 알부민진(眞),1993,24240
4,2026-05-10,양식세트 / 쉐이킹프라이 스윗어니언 / 토뽕소스,햄치게샌드위치 / 맥스파이시® 치킨텐더 2조각 / 어니언 시즈닝 / 프리미엄리얼콜라겐5200,토르틸리오니 / 샐)케이준치킨너겟샐러드 / 너겟킹 10조각 / 환타® 미디엄,1969,24060
5,2026-05-11,온니 생스파게티 / 맥윙™ 2조각 / 디핑 소스 스위트 앤 사워 / 그린팜 흑염소 진액,더빅피자버거 / 콘샐러드 / 쉐이킹프라이 구운갈릭 / CALOBYE퍼펙트파워쉐이크곡물맛,피자)치즈피자N / SB)케이준치킨시저샐러드랩 / SB)리코타발사믹샐러드 / 맛있는 단팥차,2005,23869
6,2026-05-12,허니버터치킨버거 / 후렌치 후라이 라지 / 이탈리안비엠티샐러드 / 예버 펀 논 알코홀릭,생스파게티(Spahetti Just heat & eat) / 한끼샐러드비트무화과타히니샐러드 / 못난이치즈감자 / 아메리카노 미디엄,세미 디 시코리아 / 랩)체다치즈치킨너겟샐러드랩 / 후렌치 후라이 미디엄,2374,26240
7,2026-05-13,더블살사불고기버거 / 코코넛슈림프(6조각)+스위트칠리소스 / 크리스퍼 불닭 치킨 / 딥브라운 콜드브루,본고장스파게티면 / 비프패티토핑 / 오’프라이스크림스파게티소스 / 세븐업골드,롯데)리얼소프트에그샌드 / 빅블랙페퍼닭가슴살샐러드 / 코코넛슈림프(3조각)+스위트칠리소스 / 녹용장어,2161,31520
